"FilingID","ReferenceID","SubreferenceID","Private Fund Name","Fund ID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion"
1047422,66579,13630,"BLACK FOREST STRUCTURED LENDING FUND LTD",805-9114558382,"","Cayman Islands","N","Y"
1047422,167645,115899,"ELEGANTREE FUND SPC LUCERNE SEGREGATED PORTFOLIO",805-8890967302,"","Cayman Islands","N","Y"
1047422,167645,115898,"ELEGANTREE FUND LLC BERN SEGREGATED PORTFOLIO",805-6596537685,"Delaware","United States","N","Y"
1047422,167642,115893,"ELEGANTREE FUND SPC VAUD SEGREGATED PORTFOLIO",805-1590998345,"","Cayman Islands","N","Y"
1047422,167642,115892,"ELEGANTREE FUND SPC LUCERNE SEGREGATED PORTFOLIO",805-8890967302,"","Cayman Islands","N","Y"
1047422,167642,115891,"ELEGANTREE FUND LLC BERN SEGREGATED PORTFOLIO",805-6596537685,"Delaware","United States","N","Y"
1047422,66558,13614,"ELEGANTREE FUND LLC BERN SEGREGATED PORTFOLIO",805-6596537685,"Delaware","United States","N","Y"
1047422,180141,118309,"ELEGANTREE FUND SPC BASEL-STADT SEGREGATED PORTFOLIO",805-4412443884,"","Cayman Islands","N","Y"
1047244,44430,8022,"TYRUS CAPITAL EVENT FUND, L.P.",805-1565693646,"","Cayman Islands","N","Y"
1047244,44430,14101,"TYRUS CAPITAL OPPORTUNITIES FUND LIMITED",805-1574683702,"","Cayman Islands","N","Y"
1047244,44430,8019,"TYRUS CAPITAL EVENT FUND LIMITED",805-9553849450,"","Cayman Islands","N","Y"
1047244,44430,14102,"TYRUS CAPITAL OPPORTUNITIES FUND, L.P.",805-9423536706,"","Cayman Islands","N","Y"
1041727,179696,118235,"COALESCENCE GLOBAL SELECT EQUITY OFFSHORE FUND, LTD.",805-7154790240,"","Cayman Islands","N","Y"
1041727,179696,118236,"COALESCENCE GLOBAL SELECT EQUITY ONSHORE FUND, LP",805-6995874741,"Delaware","United States","N","Y"
1031422,59330,11967,"CEPHEI QFII CHINA ABSOLUTE RETURN US FEEDER FUND LTD.",805-9352776299,"","Cayman Islands","N","Y"
1031422,59330,11966,"CEPHEI QFII CHINA ABSOLUTE RETURN OFFSHORE FEEDER FUND LTD.",805-5148055909,"","Cayman Islands","N","Y"
1031422,43597,7902,"CDH FUND IV FEEDER, L.P.",805-1684919112,"","Cayman Islands","N","Y"
1031422,43596,7901,"CDH SUPPLEMENTARY FUND III FEEDER, L.P.",805-3033562214,"","Cayman Islands","N","Y"
1031422,43595,7900,"CDH CHINA FUND III FEEDER, L.P.",805-2899417443,"","Cayman Islands","N","Y"
1031422,43594,7899,"CDH CHINA GROWTH CAPITAL FUND II INVESTORS, L.P.",805-5627454529,"","Cayman Islands","N","Y"
1031422,178786,118079,"SOUTHERN OAK MANIFOLD US FEEDER FUND",805-4784460762,"","Cayman Islands","N","Y"
1031422,178786,118078,"SOUTHERN OAK MANIFOLD OFFSHORE FEEDER FUND",805-5580393125,"","Cayman Islands","N","Y"
1052717,180600,118389,"TOWER HOUSE FUND LP",805-2232235258,"Delaware","United States","N","Y"
1052717,180600,118390,"TOWER HOUSE FUND LIMITED",805-7307341646,"","Cayman Islands","N","Y"
1056860,5752,1835,"O.S.S. OVERSEAS LTD.",805-5122400165,"","Cayman Islands","N","Y"
1050950,180558,118376,"PHOENICIAN OFFSHORE FUND LTD.",805-1974138451,"","Cayman Islands","Y","N"
1047424,180147,118343,"D-BETA ONE BLOCKER CD/PN, LTD",805-1239938981,"","Cayman Islands","N","Y"
1047424,180148,118344,"D-BETA ONE BLOCKER CD/PN, LTD",805-1239938981,"","Cayman Islands","N","Y"
1047424,180146,118323,"D-BETA ONE BLOCKER EQ, LTD.",805-9930252067,"","Cayman Islands","N","Y"
1052222,32149,13092,"CAPULA TRF II LIMITED",805-6881383654,"","Cayman Islands","N","Y"
1052222,32066,5880,"CAPULA GRV II LIMITED",805-8229494858,"","Cayman Islands","N","Y"
1052222,32066,5879,"CAPULA GLOBAL RELATIVE VALUE FUND LIMITED",805-5717491750,"","Cayman Islands","N","Y"
1052222,32066,5877,"CAPULA GLOBAL RELATIVE VALUE FUND L.P.",805-3454369038,"","Cayman Islands","N","Y"
1052222,32149,5889,"CAPULA TAIL RISK TRUST",805-2760619751,"","Cayman Islands","N","Y"
1052222,32149,5888,"CAPULA TAIL RISK FUND LIMITED",805-9903304586,"","Cayman Islands","N","Y"
1052222,32066,5882,"CAPULA GRV III LIMITED",805-4665177252,"","Cayman Islands","N","Y"
1052222,32066,5881,"CAPULA GLOBAL RELATIVE VALUE TRUST",805-6820198155,"","Cayman Islands","N","Y"
1047649,179446,118217,"THE SNOWBALL OFFSHORE FUND, LTD.",805-4206055679,"","Cayman Islands","N","Y"
1047649,179446,118216,"THE SNOWBALL FUND, L.P.",805-8531916519,"Delaware","United States","N","Y"
1044343,179909,118270,"CORE EQUITY HOLDINGS FEEDER L.P.",805-8847521848,"","Cayman Islands","Y","Y"
1030630,178934,118131,"PARAGON PARTNERS LTD",805-3565651051,"","Mauritius","Y","N"
1047795,180205,118318,"DASOMA PARTNERS LP",805-1750421842,"Delaware","United States","N","Y"
1047795,180205,118317,"DASOMA OFFSHORE FUND LTD",805-1249756012,"","Cayman Islands","N","Y"
1049254,168722,116102,"EVERSEPT GLOBAL HEALTHCARE OFFSHORE FUND, LTD.",805-8087807742,"","Cayman Islands","N","Y"
1055758,66184,13539,"BRIDGES PROPERTY ALTERNATIVES FUND III UNIT TRUST",805-1943996712,"","United Kingdom","Y","N"
1055758,66136,13538,"BRIDGES SUSTAINABLE PROPERTY FUND UNIT TRUST",805-5358932385,"","United Kingdom","Y","N"
1043294,179817,118258,"EXTRACT CAPITAL LP",805-9162988805,"Delaware","United States","Y","N"
1043294,179817,118259,"EXTRACT CAPITAL OFFSHORE LTD.",805-5403180110,"","Cayman Islands","Y","N"
1045429,4729,1567,"SAGIL LATIN AMERICAN OPPORTUNITIES FUND",805-7324321306,"","Cayman Islands","Y","Y"
1045429,4729,1568,"SAGIL LATIN AMERICAN OPPORTUNITIES FUND LP",805-4376322747,"Delaware","United States","Y","Y"
1044369,179943,118277,"TORQ OFFSHORE FUND LTD.",805-8869760484,"","Cayman Islands","N","Y"
1045608,179575,118223,"EUR FEEDER VERDANE CAPITAL VIII K/S",805-8195131098,"","Denmark","Y","Y"
1043504,68661,14117,"FORMIC MASTER OPPORTUNITIES FUND (OFFSHORE) LTD.",805-9100951855,"Delaware","United States","N","Y"
1043504,68661,14116,"FORMIC MASTER OPPORTUNITIES FUND (DOMESTIC) LP",805-6473470177,"Delaware","United States","N","Y"
1048429,55596,10979,"SCION G7, L.P.",805-7450459233,"Delaware","United States","N","Y"
1048429,55596,10978,"SCION G7 OFFSHORE, LTD.",805-3658763441,"","Cayman Islands","N","Y"
1047692,166896,115736,"BACH OPTION FEEDER FUND",805-7363123655,"","Cayman Islands","N","Y"
1043771,55001,10854,"A8-B (FEEDER) L.P.",805-6650694471,"","Guernsey","N","Y"
1043771,158920,107500,"AIOF - I FEEDER L.P.",805-8687829123,"","Guernsey","N","Y"
1043771,24537,13100,"APAX EUROPE VII FOUNDER LP",805-1175975098,"","Other","N","Y"
1043771,24533,13099,"APAX EUROPE VII FOUNDER LP",805-1175975098,"","Other","N","Y"
1043771,24539,13098,"APAX EUROPE VII FOUNDER LP",805-1175975098,"","Other","N","Y"
1043771,54999,10853,"A8 COINVESTMENT L.P. (USD)",805-5733873648,"","Guernsey","N","Y"
1043771,34010,6605,"A8 COINVESTMENT L.P. (EUR)",805-6397282429,"","Guernsey","N","Y"
1043771,34048,6518,"A8-A (FEEDER) L.P.",805-7178897109,"","Guernsey","N","Y"
1043771,24533,4529,"APAX EUROPE VII-A (FEEDER) L.P.",805-7250907079,"","United Kingdom","N","Y"
1043771,24533,4528,"APAX EUROPE VII-A (ERISA FEEDER) L.P",805-6977951653,"","United Kingdom","N","Y"
1043771,24539,7540,"APAX EUROPE VII CO-INVESTMENT LP",805-8929749172,"","Other","N","Y"
1053988,178585,118059,"ATLAS SQUARE GLOBAL FUND LIMITED",805-8373064730,"","Cayman Islands","Y","N"
1053988,178585,118060,"ATLAS SQUARE GLOBAL US FUND LP",805-3538060408,"Delaware","United States","Y","N"
1051406,24960,4620,"ELMROCK OPPORTUNITY FUND I, LP",805-5075441642,"Delaware","United States","N","Y"
1051406,24960,4623,"ELMROCK OPPORTUNITY FUND I, LTD.",805-7822900202,"","Cayman Islands","N","Y"
1056592,6853,1945,"GREYSON ASIA OFFSHORE FUND, LTD.",805-1550038542,"","Cayman Islands","N","Y"
1056592,6853,1944,"GREYSON ASIA FUND, L.P.",805-3097829962,"Delaware","United States","N","Y"
1057581,67715,13899,"SERONE KEY OPPORTUNITIES FUND LTD",805-8971239023,"","Cayman Islands","N","Y"
1057581,67715,13900,"SERONE KEY OPPORTUNITIES FUND LP",805-6839084478,"Delaware","United States","N","Y"
1040903,175106,117455,"SNOW LAKE CHINA OFFSHORE LONG FUND, LTD.",805-4033477405,"","Cayman Islands","N","Y"
1040903,175106,117454,"SNOW LAKE CHINA LONG FUND, LTD.",805-1175183058,"","Cayman Islands","N","Y"
1040903,23675,4416,"SNOW LAKE CHINA OFFSHORE FUND, LTD.",805-7874982763,"","Cayman Islands","N","Y"
1040903,23675,4415,"SNOW LAKE CHINA FUND, LTD.",805-4341842395,"","Cayman Islands","N","Y"
1054845,55571,109574,"ADP II GP COMMITMENT L.P.",805-5714850229,"","Guernsey","N","Y"
1049750,3474,1377,"QUANTEDGE GLOBAL FUND (OFFSHORE)",805-2008544436,"","Cayman Islands","N","Y"
1049750,3474,1378,"QUANTEDGE GLOBAL FUND (US)",805-7469730888,"","Cayman Islands","N","Y"
1044165,168015,116017,"ANAVIO CAPITAL FUND LIMITED",805-1159143924,"","Cayman Islands","N","Y"
1043201,179831,118263,"WHITE SQUARE PARTNERS FUND INC.",805-1719536772,"","Cayman Islands","N","Y"
1043201,179831,118262,"WHITE SQUARE PARTNERS FUND, LLC",805-4852315282,"Delaware","United States","N","Y"
1046353,180061,118302,"ENLIGHTENED HOSPITALITY INVESTMENTS (CAYMAN), LP",805-5185427429,"","Cayman Islands","Y","N"
1045524,178193,118005,"SANTÉ CAPITAL FUND, LP",805-4388326241,"Delaware","United States","N","Y"
1045524,178193,118006,"SANTÉ CAPITAL OFFSHORE FUND, LTD.",805-6621006274,"","Cayman Islands","N","Y"
1046747,46787,8472,"PIOLET PARTNERS FUND, LTD.",805-6795152934,"","Cayman Islands","N","Y"
1046747,46787,8473,"PIOLET PARTNERS FUND, L.P.",805-9691554840,"Delaware","United States","N","Y"
1052182,172939,117022,"CORRIENTE CHINA OPPORTUNITY PARTNERS III, L.P.",805-5125335797,"Delaware","United States","N","Y"
1052182,172939,117023,"CORRIENTE CHINA OPPORTUNITY OFFSHORE PARTNERS III, L.P.",805-8100627844,"","Cayman Islands","N","Y"
1046699,46018,8314,"TRIENT GLOBAL INVESTMENT FUNDS PLC",805-4048069266,"","Ireland","N","Y"
1046699,46018,10010,"TRIENT GLOBAL MACRO PARTNERS LP",805-1299697654,"Delaware","United States","N","Y"
1048992,180359,118398,"MONTERONE PARTNERS LONG SHORT FUND LIMITED",805-4390560352,"","Cayman Islands","Y","Y"
1055664,180259,118413,"WINTON DIVERSIFIED INSTITUTIONAL FUND",805-9588752062,"","Ireland","N","Y"
1055664,64504,13094,"WINTON DIVERSIFIED STRATEGY FUND (US) L.P.",805-8202755881,"Delaware","United States","N","Y"
1055664,64503,13093,"WINTON DIVERSIFIED FUTURES FUND (US) L.P.",805-2838865664,"Delaware","United States","N","Y"
1055664,64490,13277,"THE WINTON EVOLUTION FUND",805-6708134764,"","Cayman Islands","N","Y"
1046260,21570,4175,"HELIOS INDIA ALPHA FUND LTD",805-7049848118,"","Cayman Islands","N","Y"
1046260,21570,4174,"HELIOS INDIA ALPHA (US) FUND LTD",805-9961036433,"","Cayman Islands","N","Y"
1046260,21456,4144,"HELIOS STRATEGIC LIMIED",805-2929655814,"","Cayman Islands","N","Y"
1046260,21456,4143,"HELIOS STRATEGIC FUND, LLC",805-1600614621,"","Cayman Islands","N","Y"
1058293,181095,118497,"ARTHA SEVEN FUND LTD.",805-3225270965,"","Cayman Islands","Y","N"
1058293,181095,118496,"ARTHA SEVEN FUND LP",805-7249248223,"Delaware","United States","Y","N"
1041387,27846,5128,"JABCAP EMEA FUND LIMITED",805-1872003394,"","Cayman Islands","N","Y"
1041387,27846,5127,"JABCAP EMEA FUND LP",805-1627291442,"","Cayman Islands","N","Y"
1041387,27831,5123,"JABCAP GLOBAL BALANCED FUND LIMITED",805-5129653374,"","Cayman Islands","N","Y"
1041387,27821,5121,"JABCAP GLOBAL CONVERTIBLE FUND LIMITED",805-9840694429,"","Cayman Islands","N","Y"
1041387,27753,5116,"JABCAP MULTI STRATEGY FUND LIMITED",805-8566531481,"","Cayman Islands","N","Y"
1041387,27753,5114,"JABCAP MULTI STRATEGY FUND LP",805-7900870203,"","Cayman Islands","N","Y"
1041387,27821,117011,"JABCAP GLOBAL CONVERTIBLE FUND CAYMAN LP",805-9188671397,"","Cayman Islands","N","Y"
1041387,27831,117010,"JABCAP GLOBAL BALANCED FUND CAYMAN LP",805-3850361027,"","Cayman Islands","N","Y"
1043205,180058,118305,"VERDANE CAPITAL IX ( E) EUR FEEDER KB",805-5125677259,"","Sweden","Y","Y"
1046292,162212,109591,"SNOW PARK CAPITAL PARTNERS OFFSHORE FUND, LTD",805-9750801474,"","Cayman Islands","N","Y"
1050152,179446,118217,"THE SNOWBALL OFFSHORE FUND, LTD.",805-4206055679,"","Cayman Islands","N","Y"
1050152,179446,118216,"THE SNOWBALL FUND, L.P.",805-8531916519,"Delaware","United States","N","Y"
1047268,180131,118312,"BROAD REACH (US) FUND LP",805-5061559527,"Delaware","United States","N","Y"
1047268,180131,118313,"BROAD REACH FUND LIMITED",805-5166990487,"","Cayman Islands","N","Y"
1042058,179713,118276,"SAGEONE INDIA GROWTH US FUND",805-4697099755,"","Cayman Islands","N","Y"
1042058,179713,118275,"SAGEONE INDIA GROWTH FUND",805-9240280553,"","Cayman Islands","N","Y"
1042058,179714,118301,"LC INDIA MARKET NEUTRAL FUND",805-1852665550,"","Cayman Islands","N","Y"
1054113,170127,116616,"PTQ CAPITAL FUND",805-9698366680,"","Cayman Islands","Y","N"
1054113,170127,116615,"PTQ CAPITAL (US) FUND",805-5024254859,"","Cayman Islands","Y","N"
1058615,32502,6261,"RESIDENTIAL REAL ESTATE TOTAL RETURN OPPORTUNITIES FUND L.P.",805-4482009401,"Delaware","United States","N","Y"
1058615,32502,6258,"RESIDENTIAL REAL ESTATE TOTAL RETURN OPPORTUNITIES FUND LTD",805-8511494640,"","Cayman Islands","N","Y"
1058615,55577,11066,"WYETREE YIELD DISTRIBUTION FUND LP",805-5776475947,"Delaware","United States","N","Y"
1058615,55577,11065,"WYETREE YIELD DISTRIBUTION FUND",805-6857984640,"","Ireland","N","Y"
1058615,65425,13337,"WYETREE EUROPEAN RECOVERY FUND LP",805-6106870689,"","Ireland","N","Y"
1058615,65425,13336,"WYETREE EUROPEAN RECOVERY FUND",805-6519804363,"","Ireland","N","Y"
1050548,58911,11888,"KHROM INVESTMENTS OFFSHORE FUND, LTD",805-6575942449,"","Cayman Islands","Y","N"
1056583,168206,116010,"SEALIGHT EUROPEAN OPPORTUNITIES FUND LTD",805-4102835395,"","Cayman Islands","N","Y"
1051669,64827,13216,"FRANKLIN TEMPLETON EMERGING MARKET DEBT OPPORTUNITIES FUND, L.P.",805-9012652721,"Delaware","United States","N","Y"
1051669,64827,13213,"FRANKLIN TEMPLETON EMERGING MARKET DEBT OPPORTUNITIES (CAYMAN) FUND, LTD.",805-9699929632,"","Cayman Islands","N","Y"
1039387,179939,118274,"OLD WELL EMERGING MARKETS FUND, L.P.",805-2163606180,"Delaware","United States","Y","N"
1039387,179906,118273,"OLD WELL PARTNERS FUND, LTD",805-5493966700,"","Cayman Islands","Y","N"
1039387,179906,118272,"OLD WELL PARTNERS FUND, L.P.",805-4965189343,"Delaware","United States","Y","N"
1039036,55518,10955,"LOREM IPSUM OFFSHORE FUND, LTD.",805-2948111513,"","Cayman Islands","Y","N"
1039036,55518,10956,"LOREM IPSUM ONSHORE FUND, LP",805-2524187028,"Delaware","United States","Y","N"
1052696,20940,4070,"XANGBO TRADE CREDIT OFFSHORE FUND LTD.",805-1618030930,"","Cayman Islands","Y","N"
1044591,65827,13451,"LIQUIDALTS H2O FORCE 10 FEEDER FUND",805-5828069236,"","Jersey","N","Y"
1044591,65805,13439,"LIQUIDALTS TUDOR TENSOR FEEDER FUND",805-2311533065,"","Jersey","N","Y"
1058169,66184,13539,"BRIDGES PROPERTY ALTERNATIVES FUND III UNIT TRUST",805-1943996712,"","United Kingdom","Y","N"
1058169,66136,13538,"BRIDGES SUSTAINABLE PROPERTY FUND UNIT TRUST",805-5358932385,"","United Kingdom","Y","N"
1056896,4589,1540,"OSKIE OFFSHORE FUND, LTD.",805-9090559682,"","Cayman Islands","N","Y"
1056896,4589,1539,"OSKIE PARTNERS, LP",805-1380850002,"Delaware","United States","N","Y"
1058734,15029,3142,"PRIVATE EQUITY SELECT FUND II, LTD.",805-2680286447,"","Cayman Islands","Y","N"
1058734,15005,3140,"PRIVATE EQUITY VENTURE PARTNERS V, LTD.",805-8410776565,"","Cayman Islands","Y","N"
1058734,15003,3139,"PRIVATE EQUITY VENTURE PARTNERS IV, LTD.",805-6256395006,"","Cayman Islands","Y","N"
1037826,179319,118190,"DHALION LP",805-4927296374,"Delaware","United States","N","Y"
1037826,179319,118191,"DHALION INTERNATIONAL LTD.",805-4715853302,"","Cayman Islands","N","Y"
1048068,178193,118005,"SANTÉ CAPITAL FUND, LP",805-4388326241,"Delaware","United States","N","Y"
1048068,178193,118006,"SANTÉ CAPITAL OFFSHORE FUND, LTD.",805-6621006274,"","Cayman Islands","N","Y"
1051108,178861,118109,"COMPLUS ASIA MACRO FUND LTD",805-7779244579,"","Cayman Islands","N","Y"
1051108,178861,118380,"COMPLUS ASIA MACRO US FEEDER FUND LTD",805-2351213113,"","Cayman Islands","N","Y"
1054859,55571,109574,"ADP II GP COMMITMENT L.P.",805-5714850229,"","Guernsey","N","Y"
1046698,46018,8314,"TRIENT GLOBAL INVESTMENT FUNDS PLC",805-4048069266,"","Ireland","N","Y"
1046698,46018,10010,"TRIENT GLOBAL MACRO PARTNERS LP",805-1299697654,"Delaware","United States","N","Y"
1048284,67269,13770,"PRIMESTONE CAPITAL FUND LTD (CAYMAN)",805-1955870007,"","Cayman Islands","Y","Y"
1048284,67269,13769,"PRIMESTONE CAPITAL FUND LP (DELAWARE)",805-7554238539,"Delaware","United States","Y","Y"
1052787,66395,13579,"APERIOS EMERGING CONNECTIVITY FUND, L.P.",805-1416157353,"Delaware","United States","N","Y"
1052787,66395,13580,"APERIOS EMERGING CONNECTIVITY FUND LIMITED",805-6695469664,"","Cayman Islands","N","Y"
1047003,20143,4382,"RION FUND LP",805-4048533722,"Delaware","United States","Y","N"
