"FilingID","ReferenceID","SubreferenceID","Foreign Regulatory Authority"
"890518","32369","5925","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"890518","32369","5924","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"890518","32382","5926","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"890518","32382","5929","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"888111","28071","5155","Other - CAYMAN ISLANDS, CAYMAN ISLANDS MONETARY AUTHORITY"
"888111","28071","5156","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"875824","26466","4861","Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"876232","33858","6562","Cayman Islands - Cayman Islands Monetary Authority"
"893907","26466","4861","Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"894311","5558","1679","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"864055","65786","13435","Cayman Islands - Cayman Islands Monetary Authority"
"894988","36992","31364","Cayman Islands - Cayman Islands Monetary Authority"
"894720","57981","11703","Cayman Islands - Cayman Islands Monetary Authority"
"885921","53851","10601","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"885921","53851","10550","Cayman Islands - Cayman Islands Monetary Authority"
"889635","49429","9119","Cayman Islands - Cayman Islands Monetary Authority"
"892357","22682","6094","Other - CAYMAN ISLANDS-THE CAYMAN ISLANDS MONETARY AUTHORITY"
"891491","52557","10175","Cayman Islands - Cayman Islands Monetary Authority"
"890636","36622","6798","Mauritius, Republic of - Financial Services Commission"
"883637","6853","1945","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894164","29315","5507","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894164","29315","5508","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"882839","3212","1355","Other - CAYMAN ISLANDS - MONETARY AUTHORITY"
"888107","57335","11431","Cayman Islands - Cayman Islands Monetary Authority"
"882508","46705","8457","Other - CAYMAN ISLANDS - MONETARY AUTHORITY"
"882508","46705","8458","Cayman Islands - Cayman Islands Monetary Authority"
"893916","17542","4782","Cayman Islands - Cayman Islands Monetary Authority"
"871458","46787","8472","Cayman Islands - Cayman Islands Monetary Authority"
"867456","41542","7529","Cayman Islands - Cayman Islands Monetary Authority"
"867456","62145","12622","Cayman Islands - Cayman Islands Monetary Authority"
"865007","8771","2482","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"898136","47918","10892","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"898019","47734","8730","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"898753","3212","1355","Other - CAYMAN ISLANDS - MONETARY AUTHORITY"
"897507","61246","12393","Cayman Islands - Cayman Islands Monetary Authority"
"897507","61228","12386","Cayman Islands - Cayman Islands Monetary Authority"
"897507","61228","12390","Cayman Islands - Cayman Islands Monetary Authority"
"888373","44680","13471","Jersey - Jersey Financial Services Commission"
"888373","44680","13470","Jersey - Jersey Financial Services Commission"
"895142","57360","11439","Cayman Islands - Cayman Islands Monetary Authority"
"895745","27061","4964","Cayman Islands - Cayman Islands Monetary Authority"
"898444","39708","7261","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"899427","3212","1355","Other - CAYMAN ISLANDS - MONETARY AUTHORITY"
"890211","39015","7499","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"899348","22029","7547","Cayman Islands - Cayman Islands Stock Exchange Authority"
"899544","22029","7547","Cayman Islands - Cayman Islands Stock Exchange Authority"
"893015","1930","1139","British Virgin Islands - British Virgin Islands Financial Services Commission"
"898634","17218","3417","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"898634","36051","6701","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"893834","59330","11967","Cayman Islands - Cayman Islands Monetary Authority"
"889002","44017","7980","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"897054","20652","4014","Other - CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
"897540","40654","10856","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"892808","19643","3864","Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"882068","27587","5085","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"893883","63076","12823","Ireland -  Central Bank of Ireland"
"893883","46018","8314","Ireland -  Central Bank of Ireland"
"897912","46112","8329","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"882951","53921","10568","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"895167","15921","3229","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"874447","57896","11671","Cayman Islands - Cayman Islands Monetary Authority"
"893078","64704","13201","Cayman Islands - Cayman Islands Monetary Authority"
"871073","35796","6627","Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"868095","14033","2985","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"868095","14033","3650","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"897236","57045","11357","Cayman Islands - Cayman Islands Monetary Authority"
"897236","57045","11356","Cayman Islands - Cayman Islands Monetary Authority"
"897236","57045","11358","Cayman Islands - Cayman Islands Monetary Authority"
"894266","5752","1835","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"898081","59099","47376","Cayman Islands - Cayman Islands Monetary Authority"
"898081","59099","47378","Cayman Islands - Cayman Islands Monetary Authority"
"900827","54459","10721","Cayman Islands - Cayman Islands Stock Exchange Authority"
"900821","54459","10721","Cayman Islands - Cayman Islands Stock Exchange Authority"
"872912","56492","11189","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"872912","64008","12983","Cayman Islands - Cayman Islands Monetary Authority"
"872912","64864","13218","Cayman Islands - Cayman Islands Monetary Authority"
"872912","64008","12984","Cayman Islands - Cayman Islands Monetary Authority"
"872912","56492","11190","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"872912","55699","10996","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"872912","64864","13217","Cayman Islands - Cayman Islands Monetary Authority"
"896493","56163","11126","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894696","57617","11579","Guernsey - Guernsey Financial Services Commission"
"894696","57618","11582","Guernsey - Guernsey Financial Services Commission"
"893017","23675","4415","Cayman Islands - Cayman Islands Monetary Authority"
"893017","23675","4416","Cayman Islands - Cayman Islands Monetary Authority"
"893850","57779","33364","Cayman Islands - Cayman Islands Monetary Authority"
"897554","31241","5698","British Virgin Islands - British Virgin Islands Financial Services Commission"
"897532","45646","8241","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"897532","56951","11320","Cayman Islands - Cayman Islands Monetary Authority"
"897532","56951","11319","Cayman Islands - Cayman Islands Monetary Authority"
"897532","56951","11321","Cayman Islands - Cayman Islands Monetary Authority"
"897532","45646","8240","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"897532","56951","11401","Cayman Islands - Cayman Islands Monetary Authority"
"898674","5605","2395","Cayman Islands - Cayman Islands Monetary Authority"
"898674","5605","2398","Cayman Islands - Cayman Islands Monetary Authority"
"897006","27006","4948","Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"885976","65805","13439","Jersey - Jersey Financial Services Commission"
"885976","65815","13442","Jersey - Jersey Financial Services Commission"
"885976","65827","13451","Jersey - Jersey Financial Services Commission"
"902210","15648","3202","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"902225","17381","5352","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"882628","30954","5655","Cayman Islands - Cayman Islands Monetary Authority"
"895131","59797","12088","Other - CAYMAN ISLANDS / CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
"902402","59099","47376","Cayman Islands - Cayman Islands Monetary Authority"
"902402","59099","47378","Cayman Islands - Cayman Islands Monetary Authority"
"900459","36083","6687","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"895341","25922","4775","Other - CAYMANS ISLANDS/CAYMAN ISLANDS MONETARY AUTHORTY"
"877827","37553","6960","Other - GIBRALTAR - FINANCIAL SERVICES COMMISSION"
"877827","37579","6968","Guernsey - Guernsey Financial Services Commission"
"877827","37579","6968","Other - GIBRALTAR - FINANCIAL SERVICES COMMISSION"
"895796","56367","11177","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"873754","38836","7161","Cayman Islands - Cayman Islands Stock Exchange Authority"
"876428","37647","6995","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"903165","43514","7887","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"903165","43514","7885","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"891775","74161","43377","Other - FINANCIAL SERVICES COMMISSION - BARBADOS"
"891775","70373","17364","Guernsey - Guernsey Financial Services Commission"
"894309","41998","7592","British Virgin Islands - British Virgin Islands Financial Services Commission"
"893737","61533","12472","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"893737","61533","12473","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"893737","44753","8080","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"893737","44753","8088","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"900389","31718","5777","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"895860","35794","7551","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894478","65123","13287","Cayman Islands - Cayman Islands Monetary Authority"
"894478","65123","13288","Cayman Islands - Cayman Islands Monetary Authority"
"903143","36775","6815","Bermuda - Bermuda Monetary Authority"
"898425","39284","7204","Cayman Islands - Cayman Islands Monetary Authority"
"898425","36228","7192","Cayman Islands - Cayman Islands Monetary Authority"
"898425","39245","7202","Cayman Islands - Cayman Islands Monetary Authority"
"898425","39311","7207","Cayman Islands - Cayman Islands Monetary Authority"
"863626","61813","12528","Cayman Islands - Cayman Islands Monetary Authority"
"863626","37784","7590","Other - CAYMAN - CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
"896384","73736","39368","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"896384","27676","7134","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"896384","27795","7147","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"896384","27526","7154","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"896384","59077","11997","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"896384","27184","6961","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"896384","27556","7127","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"899256","48010","8805","Jersey - Jersey Financial Services Commission"
"903456","52145","10057","Cayman Islands - Cayman Islands Monetary Authority"
"904389","41052","7471","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"899520","64947","13256","Cayman Islands - Cayman Islands Monetary Authority"
"899520","64947","13255","Cayman Islands - Cayman Islands Monetary Authority"
"899520","64945","13254","Cayman Islands - Cayman Islands Monetary Authority"
"899520","75435","46394","Cayman Islands - Cayman Islands Monetary Authority"
"896506","65500","13364","Cayman Islands - Cayman Islands Monetary Authority"
"896506","65500","56378","Cayman Islands - Cayman Islands Monetary Authority"
"893005","56306","11143","Other - CIMA - CAYMAN ISLANDS MONETARY AUTHORITY"
"904662","64763","13194","Cayman Islands - Cayman Islands Monetary Authority"
"880718","68909","14094","Cayman Islands - Cayman Islands Monetary Authority"
"904638","23768","4430","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894669","73928","39376","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894669","73932","39378","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894669","73932","39379","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894669","50037","9257","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894669","50037","9258","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894669","22136","4267","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894669","22136","4268","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894669","22136","4269","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894669","22136","4270","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894669","22985","4347","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894669","23013","4354","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894669","22994","4351","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894669","22136","9534","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"904646","67080","13741","Cayman Islands - Cayman Islands Monetary Authority"
"904646","66787","13676","Cayman Islands - Cayman Islands Monetary Authority"
"894665","15536","4679","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894665","15536","4678","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"893504","42323","7656","Mauritius, Republic of - Financial Services Commission"
"893013","32037","5862","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"893013","32037","9877","Cayman Islands - Cayman Islands Monetary Authority"
"900463","28043","5146","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"900463","64408","13061","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"900463","28050","5151","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"900463","35255","6529","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"881490","56686","11261","Cayman Islands - Cayman Islands Monetary Authority"
"904521","41729","7544","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"885182","2775","2989","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"885182","2775","2988","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"883015","75562","46428","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"883015","31181","5682","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"902860","66509","13711","Cayman Islands - Cayman Islands Monetary Authority"
"902860","66510","13714","Cayman Islands - Cayman Islands Monetary Authority"
"897654","57768","11810","Cayman Islands - Cayman Islands Monetary Authority"
"902242","76643","51367","Cayman Islands - Cayman Islands Monetary Authority"
"902242","76643","51368","Cayman Islands - Cayman Islands Monetary Authority"
"902344","55882","11042","Other - CAYMAN ISLAND MONETARY AUTHROIRY"
"888429","48158","12498","Cayman Islands - Cayman Islands Monetary Authority"
"896909","64490","13277","Cayman Islands - Cayman Islands Monetary Authority"
"899877","20942","4074","Jersey - Jersey Financial Services Commission"
"899877","20296","3976","Jersey - Jersey Financial Services Commission"
"892468","58362","11770","Cayman Islands - Cayman Islands Monetary Authority"
"885995","38050","7057","Other - REGISTRAR OF LIMITED PARTNERSHIPS, CAYMAN ISLANDS"
"885995","38137","7061","Other - REGISTRAR OF LIMITED PARTNERSHIPS, CAYMAN ISLANDS"
"897616","64560","13124","Cayman Islands - Cayman Islands Monetary Authority"
"898202","66418","13587","Cayman Islands - Cayman Islands Monetary Authority"
"904792","60460","13797","Guernsey - Guernsey Financial Services Commission"
"886102","71228","29365","Guernsey - Guernsey Financial Services Commission"
"900407","54110","10611","Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"903084","56238","11135","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"898630","41972","7588","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"900409","16925","3370","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"900409","16925","3371","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"900409","76319","48367","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"894550","64110","13010","Cayman Islands - Cayman Islands Monetary Authority"
"905138","43792","7935","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"895598","41044","7517","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"903006","43511","7881","Mauritius, Republic of - Financial Services Commission"
"902417","65809","13507","Cayman Islands - Cayman Islands Monetary Authority"
"888071","46230","25364","Cayman Islands - Cayman Islands Monetary Authority"
"888071","46230","11571","Cayman Islands - Cayman Islands Monetary Authority"
"903479","57562","11563","Cayman Islands - Cayman Islands Monetary Authority"
"899535","75460","46407","United Kingdom - Financial Conduct Authority"
"899535","75460","46407","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"899535","75602","46432","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"899535","75602","46432","United Kingdom - Financial Conduct Authority"
"899535","75599","46431","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"899535","75599","46431","United Kingdom - Financial Conduct Authority"
"881328","47135","8575","Cayman Islands - Cayman Islands Stock Exchange Authority"
"873992","68041","13952","Cayman Islands - Cayman Islands Monetary Authority"
"873992","68041","13953","Cayman Islands - Cayman Islands Monetary Authority"
"888101","18608","3662","British Virgin Islands - British Virgin Islands Financial Services Commission"
"888101","58578","11821","Cayman Islands - Cayman Islands Monetary Authority"
"892124","77473","58366","Cayman Islands - Cayman Islands Monetary Authority"
"894044","64578","13129","Jersey - Jersey Financial Services Commission"
"894044","44417","13130","Jersey - Jersey Financial Services Commission"
"894044","44418","13131","Jersey - Jersey Financial Services Commission"
"894044","73211","33370","Jersey - Jersey Financial Services Commission"
"893503","72373","58365","Cayman Islands - Cayman Islands Monetary Authority"
"906169","28542","10575","Cayman Islands - Cayman Islands Stock Exchange Authority"
"903402","31718","5777","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"874087","41803","7683","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"897735","58322","11762","Mauritius, Republic of - Financial Services Commission"
"906858","54405","10707","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"906858","54406","10708","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"895338","42413","7684","British Virgin Islands - British Virgin Islands Financial Services Commission"
"895338","50443","9436","British Virgin Islands - British Virgin Islands Financial Services Commission"
"905011","41052","7471","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"888659","69921","61371","Cayman Islands - Cayman Islands Monetary Authority"
"904692","25922","4775","Other - CAYMANS ISLANDS/CAYMAN ISLANDS MONETARY AUTHORTY"
"907009","36158","6705","Other - CAYMAN ISLANDS MONETARY AUTHORITY CIMA"
"907009","36237","10561","Other - CAYMAN ISLANDS MONETARY AUTHORITY CIMA"
"893260","54944","10839","British Virgin Islands - British Virgin Islands Financial Services Commission"
"898736","17026","3386","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"898736","17083","3391","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"898736","17105","3395","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"898736","17109","3396","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"898736","17834","3515","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"897743","16342","3282","Other - IRISH FINANCIAL SERVICES REGULATORY AUTHORITY (IFSRA)"
"897743","16342","3282","Ireland -  Central Bank of Ireland"
"897743","16387","3290","Other - IRISH FINANCIAL SERVICES REGULATORY AUTHORITY (IFSRA)"
"897743","16387","3290","Ireland -  Central Bank of Ireland"
"907504","54139","10614","Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"905002","44430","14101","Cayman Islands - Cayman Islands Monetary Authority"
"905002","44430","14102","Cayman Islands - Cayman Islands Monetary Authority"
"905002","44430","8019","Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"905002","44430","8022","Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"880445","3474","1378","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"880445","3474","1377","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"908176","67080","13741","Cayman Islands - Cayman Islands Monetary Authority"
"908176","66787","13676","Cayman Islands - Cayman Islands Monetary Authority"
"907905","63477","12864","Cayman Islands - Cayman Islands Monetary Authority"
"908222","24841","4608","Cayman Islands - Cayman Islands Monetary Authority"
"908559","1380","1080","Other - CAYMAN ISLANDS - THE CAYMAN ISLANDS MONETARY AUTHORITY"
"886552","63763","12920","Cayman Islands - Cayman Islands Monetary Authority"
"886552","63762","12921","Cayman Islands - Cayman Islands Monetary Authority"
"909514","44430","14101","Cayman Islands - Cayman Islands Monetary Authority"
"909514","44430","14102","Cayman Islands - Cayman Islands Monetary Authority"
"909514","44430","8019","Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"909514","44430","8022","Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"909893","56238","11135","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"908184","90230","67364","Cayman Islands - Cayman Islands Monetary Authority"
"904764","62966","12770","Cayman Islands - Cayman Islands Monetary Authority"
"911620","56600","11243","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","56600","11245","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF THE CAYMAN ISLANDS"
"911620","56600","11246","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","66556","13607","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","66556","13613","Other - EXEMPT FROM REGISTRATION WITH THE MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","66556","13609","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF THE CAYMAN ISLANDS"
"911620","66558","13614","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","66558","13615","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF THE CAYMAN ISLANDS"
"911620","66558","13616","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF THE CAYMAN ISLANDS"
"911620","66558","13617","Other - EXEMPT FROM REGISTRATION WITH THE CAYMAN ISLANDS MONETARY AUTHORITY"
"911620","66559","13618","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","66559","13619","Other - EXEMPT FROM REGISTRATION WITH THE MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","66559","13620","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF THE CAYMAN ISLANDS"
"911620","66560","13621","Other - EXEMPT FROM REGISTRATION WITH THE MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","66560","13622","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","66560","13623","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF THE CAYMAN ISLANDS"
"911620","66560","13624","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","66561","13625","Other - EXEMPT FROM REGISRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","66562","13626","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","66579","13630","Other - EXEMPT FROM REGISTRATION WITH THE CAYMAN ISLANDS MONETARY AUTHORITY"
"911620","44147","7971","Other - NONE"
"911620","44147","7972","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","44147","7973","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","44147","7974","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","44168","7976","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","44150","7975","Other - EXEMPT FROM REGISRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","44168","7977","Other - NONE"
"911620","43959","7959","Bermuda - Bermuda Monetary Authority"
"911620","43959","7960","Other - NONE"
"911620","56590","11219","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","56590","11220","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","56587","11225","Other - EXEMPT FROM REGISTRATION WITH THE MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","56587","11226","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","56587","11227","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF THE CAYMAN ISLANDS"
"911620","56587","11228","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","56596","11229","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","56596","11230","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF THE CAYMAN ISLANDS"
"911620","56596","11231","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF THE CAYMAN ISLANDS"
"911620","56596","11232","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","56597","11233","Other - EXEMPT FROM REGISTRATION"
"911620","56597","11234","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF THE CAYMAN ISLANDS"
"911620","56597","11235","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF THE CAYMAN ISLANDS"
"911620","56597","11236","Other - EXEMPT FROM REGISTRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","56597","11237","Other - EXEMPT FROM REGISTRATION WITH THE MONETARY AUTHORITY OF CAYMAN ISLANDS"
"911620","56599","11242","Other - EXEMPT FROM REGISRATION WITH MONETARY AUTHORITY OF CAYMAN ISLANDS"
"900086","29614","5513","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
