"FilingID","ReferenceID","Foreign Regulatory Authority"
"1018558","115657","Canada - British Columbia Securities Commission"
"1018558","115657","Canada - New Brunswick Securities Commission"
"1018558","115657","Canada - Nova Scotia Securities Commission"
"1018558","115657","Canada - Quebec, Financial Markets Authority"
"1018558","122056","Guernsey - Guernsey Financial Services Commission"
"1018558","122130","Guernsey - Guernsey Financial Services Commission"
"1018558","145182","Guernsey - Guernsey Financial Services Commission"
"1016726","122966","Hong Kong - Securities and Futures Commission"
"1016726","186942","United Kingdom - Financial Conduct Authority"
"1012062","209365","Mauritius, Republic of - Financial Services Commission"
"1016720","121727","Mauritius, Republic of - Financial Services Commission"
"1016720","121728","Mauritius, Republic of - Financial Services Commission"
"1016720","121729","Mauritius, Republic of - Financial Services Commission"
"1016720","121731","Mauritius, Republic of - Financial Services Commission"
"1023550","165596","Other-MONACO COMMISSION DE CONTROLE DES ACTIVITIES FINANCIERES"
"1023550","165597","Switzerland - Swiss Financial Market Supervisory Authority"
"1023550","165649","United Kingdom - Financial Conduct Authority"
"1023550","165601","Germany - German Federal Financial Supervisory Agency"
"1023550","165602","Japan - Financial Services Agency"
"1023550","165602","Other-HONG KONG MONETARY AUTHORITY"
"1023550","165602","Singapore - Monetary Authority of Singapore"
"1023550","165599","Japan - Financial Services Agency"
"1023550","165600","Ireland -  Central Bank of Ireland"
"1023550","165590","Bermuda - Bermuda Monetary Authority"
"1023550","165592","United Kingdom - Financial Conduct Authority"
"1023550","165598","United Kingdom - Financial Conduct Authority"
"1023550","165593","Guernsey - Guernsey Financial Services Commission"
"1023550","165591","Other-BANK OF GREECE"
"1023550","165594","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"1011089","172503","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"1011089","123158","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"1023915","163821","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"1023638","166665","Other-SOUTH KOREA - MINISTRY OF STRATEGY AND FINANCE"
"1023638","166665","United Kingdom - Financial Conduct Authority"
"1023638","166665","Other-FRANCE - RESEAU DE TRANSPORT D'ELECTRICITE"
"1023638","166665","Other-UNITED KINGDOM - EUROPEAN ENERGY DERIVATIVES EXCHANGE, N.V."
"1023638","166665","Other-UNITED KINGDOM - LONDON METAL EXCHANGE"
"1023638","166665","Other-UNITED KINGDOM - OFFICE OF GAS & ELECTRICITY MARKETS"
"1023638","166665","Other-UNITED KINGDOM - THE BALTIC EXCHANGE"
"1023638","166665","Singapore - Monetary Authority of Singapore"
"1023638","166665","Switzerland - Swiss Financial Market Supervisory Authority"
"1023638","166665","Thailand - Securities and Exchange Commission"
"1023638","166665","Other-BELGIUM - NETHERLANDS COMPETITION AUTHORITY AND THE ENERGIEKAMER"
"1023638","166666","United Kingdom - Financial Conduct Authority"
"1023638","166667","Hong Kong - Securities and Futures Commission"
"1023638","166669","Australia - Australian Securities and Investments Commission"
"1023638","210541","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"1021452","164434","Mauritius, Republic of - Financial Services Commission"
"1026963","211015","Cayman Islands - Cayman Islands Monetary Authority"
"1024707","162986","Hong Kong - Securities and Futures Commission"
"1024707","121632","Other-UNITED KINGDOM - FINANCIAL CONDUCT AUTHORITY"
"1025903","196292","Singapore - Monetary Authority of Singapore"
"1025903","196293","United Kingdom - Financial Conduct Authority"
"1025903","196294","United Kingdom - Financial Conduct Authority"
"1025903","196295","United Kingdom - Financial Conduct Authority"
"1025903","196288","Hong Kong - Securities and Futures Commission"
"1025059","165292","Jersey - Jersey Financial Services Commission"
"1025059","165293","United Kingdom - Financial Conduct Authority"
"1025059","165296","Guernsey - Guernsey Financial Services Commission"
"1026978","149945","Hong Kong - Securities and Futures Commission"
"1026978","121316","Japan - Financial Services Agency"
"1025225","150049","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"1025225","128647","Guernsey - Guernsey Financial Services Commission"
"1025897","132029","Australia - Australian Securities and Investments Commission"
"1025897","132057","Australia - Australian Securities and Investments Commission"
"1025897","132138","Australia - Australian Securities and Investments Commission"
"1025897","132149","Other-AUSTRALIA-AUSTRALIAN SECURITIES AND INVESTMENTS COMMISSION AND MONETARY AUTHORITY SINGAPORE AND SINGAPORE"
"1025897","164953","Australia - Australian Securities and Investments Commission"
"1025897","211019","Australia - Australian Securities and Investments Commission"
"1025897","211020","Australia - Australian Securities and Investments Commission"
"1026496","211037","Guernsey - Guernsey Financial Services Commission"
"1026496","211038","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"1026496","127484","United Kingdom - Financial Conduct Authority"
"1026496","127423","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"1026496","196257","Guernsey - Guernsey Financial Services Commission"
"1011007","147327","Hong Kong - Securities and Futures Commission"
"1015821","203931","United Kingdom - Financial Conduct Authority"
"1016404","155578","Other-KENYA - CAPITAL MARKETS AUTHORITY; KENYA - RETIREMENT BENEFITS AUTHORITY; UGANDA - CAPITAL MARKETS AUTHORITY"
"1016404","155580","Bahrain - Central Bank of Bahrain"
"1016404","155581","Canada - Alberta Securities Commission"
"1016404","155581","Canada - Ontario Securities Commission"
"1016404","109255","Hong Kong - Securities and Futures Commission"
"1016404","109255","China, People's Republic of - China Securities Regulatory Commission "
"1016404","109287","Japan - Financial Services Agency"
