"FilingID","ReferenceID","Legal Name of Custodian","Primary Business Name","City","State","Country","Related Person","SEC Number","CRD Number"
"878422","3217","STIFEL, NICOLAUS & COMPANY, INCORPORATED","STIFEL, NICOLAUS & COMPANY, INCORPORATED","NEW YORK","New York","United States","N","8-1447","793"
"878422","3217","COMPUTERSHARE TRUST COMPANY, N.A.","COMPTUTERSHARE TRUST COMPANY, N.A.","PROVIDENCE","Rhode Island","United States","N","",""
"878422","3228","COMPUTERSHARE TRUST COMPANY, N.A.","COMPTUTERSHARE TRUST COMPANY, N.A.","PROVIDENCE","Rhode Island","United States","N","",""
"878422","3228","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","NEW YORK","New York","United States","N","8-7221","7691"
"878422","3228","STIFEL, NICOLAUS & COMPANY, INCORPORATED","STIFEL, NICOLAUS & COMPANY, INCORPORATED","NEW YORK","New York","United States","N","8-1447","793"
"878422","3217","HSBC BANK USA NA","HSBC BANK","NEW YORK","New York","United States","N","",""
"878422","3228","HSBC BANK USA NA","HSBC BANK","NEW YORK","New York","United States","N","",""
"878422","47972","HSBC BANK USA NA","HSBC BANK","NEW YORK","New York","United States","N","",""
"878422","3228","AMERICAN STOCK TRANSFER & TRUST COMPANY LLC","AMERICAN STOCK TRANSFER & TRUST COMPANY LLC","CHARLOTTE","North Carolina","United States","N","",""
"889681","69887","SVB FINANCIAL GROUP","SILICON VALLEY BANK","MENLO PARK","California","United States","N","",""
"889681","23730","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","SAN FRANCISCO","California","United States","N","8-7221","7691"
