"FilingID","ReferenceID","Foreign Regulatory Authority"
"967146","29255","Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"967146","29403","Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"967146","54234","Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"953618","167582","British Virgin Islands - British Virgin Islands Financial Services Commission"
"962597","168523","Ireland -  Central Bank of Ireland"
"962597","49548","Other - CAYMAN ISLANDS MONETARY AUTHORITY, IRISH STOCK EXCHANGE"
"962597","49447","Other - CAYMAN ISLANDS MONETARY AUTHORITY, IRISH STOCK EXCHANGE"
"962597","49551","Other - CAYMAN ISLANDS MONETARY AUTHORITY, IRISH STOCK EXCHANGE"
"962597","65220","Other - CAYMAN ISLANDS MONETARY AUTHORITY, IRISH STOCK EXCHANGE"
"967406","168523","Ireland -  Central Bank of Ireland"
"967406","49548","Other - CAYMAN ISLANDS MONETARY AUTHORITY, IRISH STOCK EXCHANGE"
"967406","49447","Other - CAYMAN ISLANDS MONETARY AUTHORITY, IRISH STOCK EXCHANGE"
"967406","49551","Other - CAYMAN ISLANDS MONETARY AUTHORITY, IRISH STOCK EXCHANGE"
"967406","65220","Other - CAYMAN ISLANDS MONETARY AUTHORITY, IRISH STOCK EXCHANGE"
"963892","63323","Cayman Islands - Cayman Islands Monetary Authority"
"963892","34039","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"963892","52180","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"963892","120230","Jersey - Jersey Financial Services Commission"
"967410","14653","Cayman Islands - Cayman Islands Monetary Authority"
"967410","14632","Cayman Islands - Cayman Islands Monetary Authority"
"967410","13893","Other - NONE"
"967498","66409","Cayman Islands - Cayman Islands Monetary Authority"
"967498","66412","Cayman Islands - Cayman Islands Monetary Authority"
"967498","66410","Cayman Islands - Cayman Islands Monetary Authority"
"952946","65869","Cayman Islands - Cayman Islands Monetary Authority"
"971430","169145","Cayman Islands - Cayman Islands Monetary Authority"
