"FilingID","Accountant Name","Street 1","Street 2","City","State","Country","Postal Code","Private Residence?","Registered PCAOB","PCAOB Inspection","Audit","Examination","Report","Unqualified Opinion"
"952651","MARCUM LLP","101 MONTGOMERY STREET","SUITE 1900","SAN FRANCISCO","CA","United States","94104","","Y","Y","Y","Y","N","Not Yet Received"
"949595","PRICEWATERHOUSECOOPERS AARATA","SUMITOMO FUDOSAN SHIDOME HAMARIKYU BUILDING","8-21P1 GINZA","CHUO-KU, TOKYO","","Japan","104-0061","","Y","Y","N","N","Y","Yes"
"949595","DELOITTE S.A.","560 RUE DE NEUDORF","L-2220 LUXEMBOURG","B.P. 1173","","Luxembourg","L-1011","","Y","Y","N","N","Y","Yes"
"944860","KPMG, LLC","900 WELLS FARGO TOWER","201 MAIN STREET","FORT WORTH","TX","United States","76102","","Y","Y","Y","N","N","Yes"
"953917","DELOITTE & TOUCHE, LLP","555 EAST WELLS STREET","SUITE 1400","MILWAUKEE","WI","United States","53202","","Y","Y","Y","N","N","Yes"
"953917","PRICEWATERHOUSECOOPERS","300 MADISON AVENUE","","NEW YORK","NY","United States","10017","","Y","Y","Y","N","N","Yes"
"953917","DELOITTE & TOUCHE, LLP","555 MISSION STREET","","SAN FRANCISCO","CA","United States","94105","","Y","Y","Y","N","N","Yes"
"953917","DELOITTE & TOUCHE, LLP","111 SOUTH WACKER DRIVE","","CHICAGO","IL","United States","60606","","Y","Y","Y","N","N","Yes"
"953917","ERNST & YOUNG LLP","200 CLARENDON STREET","","BOSTON","MA","United States","02116","","Y","Y","Y","N","N","Yes"
"953917","KPMG LLP","717 NORTH HARWOOD STREET","SUITE 3100","DALLAS","TX","United States","75201","","Y","Y","Y","N","N","Yes"
"953917","KPMG  LLP","200 E RANDOLPH","","CHICAGO","IL","United States","60601","","Y","Y","Y","Y","N","Yes"
"953917","KPMG LLP","345 PARK AVENUE","","NEW YORK","NY","United States","10022","","Y","Y","N","N","Y","Yes"
"953917","IMOWITZ, KOENIG, AND CO. LLP","622 3RD AVE","#3302","NEW YORK","NY","United States","10017","","Y","Y","Y","N","N","Yes"
"954336","SOMERSET CPAS, PC","3925 RIVER CROSSING PKWY, SUITE 300","","INDIANAPOLIS","IN","United States","46240","","Y","Y","Y","N","N","Yes"
"954342","KPMG","PO BOX 493","CENTURY YARD, CRICKET SQUARE","GRAND CAYMAN","","Cayman Islands","KY1-1106","","Y","Y","Y","N","N","Yes"
"954342","BAKER TILLY CAYMAN","23 LIME TREE BAY AVENUE","P.O. BOX 888","GRAND CAYMAN","","Cayman Islands","KY1-1103","","Y","Y","Y","N","N","Yes"
"953466","MALONEY + NOVOTNY LLC","1111 SUPERIOR AVENUE","SUITE 700","CLEVELAND","OH","United States","44114","","Y","Y","N","Y","N","Yes"
"953879","ERNST & YOUNG LLP","200 CLARENDON STREET","","BOSTON","MA","United States","02116","","Y","Y","Y","N","N","Yes"
"953879","KPMG LLP","TWO FINANCIAL CENTER","60 SOUTH STREET","BOSTON","MA","United States","02111","","Y","Y","Y","N","Y","Yes"
"951383","KPMG LLP","550 SOUTH HOPE STREET","SUITE 1500","LOS ANGELES","CA","United States","90071","","Y","Y","Y","N","N","Yes"
"952623","CITRIN COOPERMAN & COMPANY LLP","1800 JFK BOULEVARD","","PHILADELPHIA","PA","United States","19103","","N","","Y","N","N","Yes"
"952623","BAKER TILLY VIRCHOW KRAUSE, LLP","1650 MARKET STREET","SUITE 4500","PHILADELPHIA","PA","United States","19103","","Y","Y","N","Y","N","Yes"
"952404","KPMG, LLP","900 WELLS FARGO TOWER","201 MAIN STREET","FORT WORTH","TX","United States","76102-3105","","Y","Y","Y","N","N","Yes"
"954585","LWBJ, LLP","4200 UNIVERSITY AVE, SUITE 410","","WEST DES MOINES","IA","United States","50266","","Y","Y","N","Y","Y","No"
"954604","LUTZ & COMPANY, P.C.","13616 CALIFORNIA STREET","SUITE #300","OMAHA","NE","United States","68154-5336","","Y","Y","N","Y","N",""
"954520","TAIT, WELLER BAKER LLP","1818 MARKET STREET SUITE 2400","","PHILADELPHIA","PA","United States","19103","","Y","Y","Y","N","N","Yes"
"954598","KPMG LLP","200 EAST RANDOLPH DRIVE","","CHICAGO","IL","United States","60601-5212","","Y","Y","Y","Y","N","No"
"954683","PRICEWATERHOUSECOOPERS LLP","300 MADISON AVENUE","","NEW YORK","NY","United States","10017","","Y","Y","Y","N","N","Yes"
"954706","PLANTE MORAN","10 S. RIVERSIDE PLAZA, 9TH FLOOR","","CHICAGO","IL","United States","60606","","Y","Y","N","Y","N",""
"954717","ARTHUR BELL CERTIFIED PUBLIC ACCOUNTANTS","201 INTERNATIONAL CIRCLE","SUITE 400","HUNT VALLEY","MD","United States","21030","","Y","Y","Y","N","N","Yes"
"954717","ARTHUR F. BELL, JR. & ASSOCIATES (CAYMAN)","27 HOSPITAL ROAD","PO BOX 1748","GRAND CAYMAN","","Cayman Islands","KY1-1109","","Y","Y","N","N","N","Not Yet Received"
"954767","PRICEWATERHOUSECOOPERS","P.O BOX 258","STRATHVALE HOUSE, NORTH CHURCH STREET","GEORGETOWN","","Cayman Islands","KY1-1104","","Y","Y","Y","N","N","Yes"
"954779","MOSS ADAMS, LLP","6100 UPTOWN BLVD. NE","","ALBUQUERQUE","NM","United States","87110","","Y","Y","Y","N","N","Yes"
"954779","KPMG LLP","101 MONTGOMERY STREET, 22ND FLOOR","","SAN FRANCISCO","CA","United States","94104","","Y","Y","Y","N","N","Yes"
"954829","DELOITTE LTD","CORNER HOUSE, CHURCH AND PARLIAMENT STREETS","","HAMILTON","","Bermuda","HM FX","","Y","Y","Y","N","N","Yes"
"954829","KPMG","CROWN HOUSE, 4 PAR-LA-VILLE ROAD","","HAMILTON","","Bermuda","HM 08","","Y","Y","Y","N","N","Yes"
"954877","DELOITTE LTD","CORNER HOUSE, CHURCH AND PARLIAMENT STREETS","","HAMILTON","","Bermuda","HM FX","","Y","Y","Y","N","N","Yes"
"954877","KPMG","CROWN HOUSE, 4 PAR-LA-VILLE ROAD","","HAMILTON","","Bermuda","HM 08","","Y","Y","Y","N","N","Yes"
"936248","ERNST & YOUNG LLP","155 N WACKER","","CHICAGO","IL","United States","60656","","Y","Y","Y","N","N","Not Yet Received"
"954958","MARCUM LLP","101 MONTGOMERY STREET","SUITE 1900","SAN FRANCISCO","CA","United States","94104","","Y","Y","Y","Y","N","Not Yet Received"
"954811","WEISERMAZARS LLP","60 CROSSWAYS PARK DRIVE","SUITE 301","WOODBURY","NY","United States","11797","","Y","Y","N","Y","N","Not Yet Received"
"953989","GRANT THORNTON LLP","60 BROAD STREET","24TH FLOOR","NEW YORK","NY","United States","10004-2306","","Y","Y","Y","N","N","Yes"
"950988","HILL, BARTH & KING LLC","7000 STONEWOOD DRIVE","SUITE 300","WEXFORD","PA","United States","15090","","Y","Y","N","Y","N",""
"955059","LUTZ & COMPANY, PC","13616 CALIFORNIA STREET","SUITE 300","OMAHA","NE","United States","68154-5336","","Y","Y","N","Y","N","No"
"951191","MAXWELL LOCKE & RITTER, LLP","401 CONGRESS AVE.","SUITE 1100","AUSTIN","TX","United States","78701","","N","","Y","N","N","Yes"
"951191","FRAZIER & DEETER, LLC","1230 PEACHTREE ST.","SUITE 1500","ATLANTA","GA","United States","30309","","Y","Y","N","Y","N","Yes"
"955050","ERNST & YOUNG LLP","5 TIMES SQUARE","","NEW YORK","NY","United States","10036-6530","","Y","Y","Y","N","Y","Not Yet Received"
"955074","ERNST & YOUNG LLP","5 TIMES SQUARE","","NEW YORK","NY","United States","10036-6530","","Y","Y","Y","N","N","Yes"
"955074","ERNST & YOUNG LLP","1 MORE LONDON PLACE","","LONDON","","United Kingdom","SE1 2AF","","Y","Y","Y","N","N","Yes"
"955074","PRICEWATERHOUSECOOPERS LLP","300 MADISON AVENUE","24TH FLOOR","NEW YORK","NY","United States","10017","","Y","Y","Y","N","N","Yes"
"955074","ERNST & YOUNG LTD","62 FORUM LANE, CAMANA BAY","PO BOX 510","GRAND CAYMAN","","Cayman Islands","KY1-1106","","Y","Y","Y","N","N","Yes"
"955074","BDO LLP","55 BAKER STREET","","LONDON","","United Kingdom","W1U 7EU","","Y","Y","Y","N","N","Yes"
"955074","PRICEWATERHOUSECOOPERS LLP","18 YORK STREET","SUITE 2600","TORONTO","","Canada","","","Y","Y","Y","N","N","Yes"
"954920","SMITH BUNDAY BERMAN BRITTON, P.S.","11808 NORTHUP WAY","SUITE 240","BELLEVUE","WA","United States","98005","","Y","N","N","Y","N",""
"954234","ASHLAND PARTNERS & COMPANY LLC","525 BIGHAM KNOLL","SUITE 200","JACKSONVILLE","OR","United States","97530","","Y","N","N","Y","N","Yes"
"955250","KPMG LLP","188 E CAPITOL STREET","SUITE 1100","JACKSON","MS","United States","39201","","Y","Y","Y","N","N","Yes"
"955276","BURR PILGER MAYER","600 CALIFORNIA ST  SUITE 1300","","SAN FRANCISCO","CA","United States","94108","","Y","Y","N","Y","N",""
"953753","KPMG LLP","345 PARK AVENUE","","NEW YORK","NY","United States","10154","","Y","Y","N","N","Y","No"
"955306","DELOITTE & TOUCHE LLP","30 ROCKEFELLER PLAZA","","NEW YORK","NY","United States","10112-0015","","Y","Y","Y","Y","Y","Not Yet Received"
"955305","KPMG LLP","345 PARK AVENUE","","NEW YORK","NY","United States","10154","","Y","Y","Y","N","N","Not Yet Received"
"955313","SKODA MINOTTI","6685 BETA DRIVE","","MAYFIELD VILLAGE","OH","United States","44143","","Y","Y","N","Y","N","Yes"
"955318","DELOITTE & TOUCHE LLP","30 ROCKEFELLER PLAZA","","NEW YORK`","NY","United States","10112-0015","","Y","Y","N","Y","Y","Yes"
"954894","FRAZIER & DEETER","1230 PEACHTREE STREET","SUITE 1500","ATLANTA","GA","United States","30309","","Y","Y","N","Y","N","Not Yet Received"
"955357","KPMG LLP","191 WEST NATIONWIDE BOULEVARD","SUITE 500","COLUMBUS","OH","United States","43215","","Y","Y","Y","N","N","Yes"
"955357","KPMG LLP","2323 ROSS AVENUE","SUITE 1400","DALLAS","TX","United States","75201","","Y","Y","Y","N","N","Yes"
"955326","MCGLADREY & PULLEN","ONE SOUTH WACKER DR","SUITE 800","CHICAGO","IL","United States","60606-3392","","Y","Y","Y","N","N","Yes"
"945098","BURR PILGER MAYER, INC","600 CALIFORNIA STREET, SUITE 1300","","SAN FRANCISCO","CA","United States","94108","","Y","Y","N","Y","N","Yes"
"953517","DELOITTE SA","ROUTE DE PRÉ-BOIS 20","P.O. BOX 1808","GENEVA 15","","Switzerland","1215","","Y","Y","N","Y","N","Yes"
"953517","BDO SA","RTE DE MEYRIN 123","","CHÂTELEINE","","Switzerland","1219","","Y","Y","N","N","Y","Yes"
"952282","ERNST & YOUNG LLP","155 NORTH WACKER DRIVE","","CHICAGO","IL","United States","60606-1787","","Y","Y","Y","N","N","Yes"
"955694","PRICEWATERHOUSECOOPERS LLP","ONE SPENCER DOCK","NORTH WALL QUAY","DUBLIN1","","Ireland","","","Y","Y","Y","N","N","Not Yet Received"
"955694","MARKS PANETH LLP","685 THIRD AVENUE","","NEW YORK","NY","United States","10017","","Y","Y","N","Y","N","Yes"
"955694","KPMG LLP","345 PARK AVENUE","","NEW YORK","NY","United States","10154","","Y","Y","Y","N","N","Not Yet Received"
"955237","PRICEWATERHOUSECOOPERS","LEOFOROS KIFISSIAS 268","CHALANDRI-ATHENS","ATHENS","","Greece","152 32","","Y","Y","N","Y","N","Not Yet Received"
"955545","ERNST & YOUNG LLP","5 TIMES SQUARE","","NEW YORK","NY","United States","10036","","Y","Y","Y","N","N","Yes"
"955823","PLANTE MORAN","10 S. RIVERSIDE PLAZA","9TH FLOOR","CHICAGO","IL","United States","60606","","Y","Y","N","Y","N","Not Yet Received"
"948069","CASSADY SCHILLER & ASSOCIATES, INC.","4705 LAKE FOREST DR.","","CINCINNATI","OH","United States","45242","","N","N","N","Y","N","Yes"
"955838","ERNST & YOUNG LLP","155 NORTH WACKER DRIVE","","CHICAGO","IL","United States","60606","","Y","Y","Y","N","N","Yes"
"955838","ERNST & YOUNG LTD.","62 FORUM LANE","CAMANA BAY  P.O. BOX 510","GRAND CAYMAN,","","Cayman Islands","KY1-1106","","Y","Y","Y","N","N","Yes"
"955174","KPMG LLP","345 PARK AVENUE","","NEW YORK","NY","United States","10154","","Y","Y","Y","N","N","Yes"
"955857","MAXWELL LOCKE & RITTER, LLP","401 CONGRESS AVE.","SUITE 1100","AUSTIN","TX","United States","78701","","N","","Y","N","N","Yes"
"955857","FRAZIER & DEETER, LLC","1230 PEACHTREE ST.","SUITE 1500","ATLANTA","GA","United States","30309","","Y","Y","N","Y","N","Yes"
"955881","SPICER JEFFRIES LLP","5251 S. QUEBEC STREET","SUITE 200","GREENWOOD","CO","United States","80111","","Y","Y","N","Y","N","Yes"
"955881","WITHUMSMITH + BROWN, PC","465 SOUTH STREET","SUITE 200","MORRISTOWN","NJ","United States","07960","","Y","Y","Y","N","N","Not Yet Received"
"953310","SELLERS RICHARDSON HOLMAN & WEST, LLP","216 SUMMIT BOULEVARD","SUITE 300","BIRMINGHAM","AL","United States","35243","","Y","Y","N","Y","N",""
"955784","SMITH ELLIOTT KEARNS & COMPANY LLC","480 N. POTOMAC STREET","","HAGERSTOWN","MD","United States","21740","","Y","Y","N","Y","N",""
"955827","GRASSI & CO. CERTIFIED PUBLIC ACCOUNTANTS, P.C.","488 MADISON AVENUE","","NEW YORK","NY","United States","10022","","Y","Y","Y","N","N","Yes"
"955310","KPMG LLP","345 PARK AVENUE","","NEW YORK","NY","United States","10154","","Y","Y","Y","N","N","Not Yet Received"
"954898","KPMG","P.O. BOX 493","CENTURY YARD, CRICKET SQUARE","GEORGE TOWN","","Cayman Islands","KY1-1106","","Y","Y","Y","N","N","Yes"
"952440","FRANK, RIMERMAN & CO., LLP","1801 PAGE MILL ROAD","","PALO ALTO","CA","United States","94304","","Y","Y","Y","Y","N","Yes"
"955966","FULVIO & ASSOCIATES, LLP","5 WEST 37TH STREET","","NEW YORK","NY","United States","10018","","Y","Y","N","Y","N",""
"955967","WEISERMAZARS LLC","60 CROSSWAYS PARK DRIVE WEST","","WOODBURY","NY","United States","11797","","Y","Y","Y","N","N","Yes"
"955967","PRICEWATERHOUSE COOPERS LLP","125 HIGH STREET","","BOSTON","MA","United States","02127","","Y","Y","Y","N","N","Yes"
"955967","ERNST & YOUNG","62 FORUM LANE","PO BOX 510","CAMANA BAY, GRAND CAYMAN","","Cayman Islands","PO BOX 510","","Y","Y","Y","N","N","Yes"
"955968","PRICEWATERHOUSE COOPERS LLP","300 MADISON AVENUE","","NEW YORK","NY","United States","10017","","Y","Y","Y","N","N","Yes"
"955981","PRICEWATERHOUSE COOPERS LLP","300 MADISON AVENUE","","NEW YORK","NY","United States","10017-6204","","Y","Y","N","Y","Y","No"
"956010","YOUNT, HYDE & BARBOUR P.C.","9954 MAYLAND DRIVE","SUITE 2300","RICHMOND","VA","United States","23233-1469","","Y","Y","N","Y","N","No"
"955315","RICHEY MAY & CO","9605 S KINGSTON CT., SUITE 200","","ENGLEWOOD","CO","United States","80112","","Y","Y","N","Y","N","Not Yet Received"
"956041","GRANT THORNTON","175 W. JACKSON BLVD.","20TH FLOOR","CHICAGO","IL","United States","60604","","Y","Y","Y","N","N","Yes"
"952771","GRANT THORNTON LLP","ONE SOUTH STREET - SUITE 2400","","BALTIMORE","MD","United States","21202-7304","","Y","Y","Y","Y","N","Yes"
"956119","ERNST & YOUNG","155 N. WACKER DRIVE","","CHICAGO","IL","United States","60606","","Y","Y","N","N","Y","No"
"954841","MAYER HOFFMAN MCCANN P.C.","500 BOYLSTON STREET","","BOSTON","MA","United States","02116","","Y","Y","Y","Y","N","Yes"
"954841","KPMG","1350 AVENUE OF THE AMERICAS","","NEW YORK","NY","United States","10019","","Y","Y","Y","N","N","Yes"
"954841","KPMG","27 HOSPITAL ROAD PO BOX 1748","","GEORGE TOWN","","Cayman Islands","","","Y","Y","Y","N","N","Yes"
"954841","PRICEWATERHOUSECOOPERS LLP","125 HIGH STREET","","BOSTON","MA","United States","02110","","Y","Y","Y","N","N","Yes"
"953094","KPMG LLP","355 SOUTH GRAND AVENUE","SUITE 2000","LOS ANGELES","CA","United States","90071","","Y","Y","Y","N","N","Not Yet Received"
"953109","BROWN EDWARDS","2102 LANGHORNE ROAD","","LYNCHBURG","VA","United States","24501","","Y","Y","N","Y","N","Yes"
"950297","BENNING GROUP LLC","6875 WEAVER ROAD","SUITE 2A","ROCKFORD","IL","United States","61114","","N","","N","Y","N",""
"953225","SOMERSET CPAS","3925 RIVER CROSSING PARKWAY, THIRD FLOOR","","INDIANAPOLIS","IN","United States","46240","","Y","Y","N","Y","N","Yes"
"953221","PRICEWATERHOUSECOOPERS LLP","41 S. HIGH STREET 25TH FLOOR","","COUMBUS","OH","United States","43287","","Y","Y","N","Y","N",""
"953266","ERNST & YOUNG LLP","300 FIRST STAMFORD PLACE","","STAMFORD","CT","United States","06902","","Y","Y","Y","N","N","Not Yet Received"
"945338","WEISERMAZARS LLP","60 CROSSWAYS PARK DRIVE","SUITE 301","WOODBURY","NY","United States","11797","","Y","Y","N","Y","N","Not Yet Received"
"952330","MCGLADREY & PULLEN LLP","80 CITY SQUARE","","CHARLESTOWN","MA","United States","02129","","Y","Y","Y","Y","N","Yes"
"953338","DELOITTE & TOUCHE, LLP","555 MISSION STREET, SUITE 1400","","SAN FRANCISCO","CA","United States","94105","","Y","Y","Y","N","Y","Yes"
"953454","KPMG LLP","303 EAST WACKER DRIVE","","CHICAGO","IL","United States","60601-5212","","Y","Y","N","Y","N","No"
"953474","KPMG LLP","1601 MARKET STREET","","PHILADELPHIA","PA","United States","19103","","Y","Y","N","Y","N",""
"953739","EISNER APNER","750 THIRD AVENUE","","NEW YORK","NY","United States","10017","","Y","Y","Y","N","N","Not Yet Received"
"953797","ERNST & YOUNG LLP","2005 MARKET STREET","SUITE 700","PHILADELPHIA","PA","United States","19103","","Y","Y","Y","N","N","Yes"
"953797","BAKER TILLY VIRCHOW KRAUSE, LLP","ONE LIBERTY PLACE, SUITE 4500","1650 MARKET STREET","PHILADELPHIA","PA","United States","19103","","Y","Y","N","Y","N",""
"953511","KPMG LLP","345 PARK AVENUE","","NEW YORK","NY","United States","10154-0102","","Y","Y","Y","N","N","Yes"
"953531","PRICEWATERHOUSECOOPERS","1100 WALNUT STREET","","KANSAS CITY","MO","United States","64106","","Y","Y","Y","N","N","Yes"
"953531","PRICEWATERHOUSECOOPERS","ONE SPENCER DOCK","NORTH WALL QUAY","DUBLIN 1","","Ireland","","","Y","Y","Y","N","N","Yes"
"953531","PRICEWATERHOUSECOOPERS","125 HIGHT STREET","","BOSTON","MA","United States","02110","","Y","Y","Y","N","N","Yes"
"953531","PRICEWATERHOUSECOOPERS","2, RUE GERHARD MERCATOR","","LUXEMBOURG","","Luxembourg","L-2182","","Y","Y","Y","N","N","Yes"
"948580","TYLER LYNCH P.C.","186 ALEWIFE BROOK PARKWAY","","CAMBRIDGE","MA","United States","02138","","N","","N","Y","N","Yes"
"953831","PRICEWATERHOUSECOOPERS LLP","PRICEWATERHOUSECOOPERS CENTER","300 MADISON AVENUE","NEW YORK","NY","United States","10017-6204","","Y","Y","Y","N","N","Yes"
"953831","ERNST & YOUNG LLP","5 TIMES SQUARE","","NEW YORK","NY","United States","10036-6530","","Y","Y","Y","N","Y","Yes"
"953833","AGH - CERTIFIED PUBLIC ACCOUNTANTS","3500 PIEDMONT ROAD","SUITE 600","ATLANTA","GA","United States","30305","","Y","Y","Y","N","N","Not Yet Received"
"953859","PRICE WATERHOUSE COOPERS LLP","SUITE 3000 BOX 82","ROYAL TRUST TOWER TD CENTRE","TORONTO","","Canada","M5K 1G8","","Y","Y","Y","N","N","Yes"
"950054","PRICEWATERHOUSECOOPERS LLP","300 MADISON AVENUE","","NEW YORK","NY","United States","10017","","Y","Y","Y","N","N","Not Yet Received"
"953881","O'CONNOR DAVIES, LLP","665 FIFTH AVENUE","","NEW YORK","NY","United States","10022","","Y","Y","N","Y","Y","No"
"953907","PRICEWATERHOUSE COOPERS, LLP","1800 TYSONS BOULEVARD","SUITE 900","MCLEAN","VA","United States","22102-4261","","Y","Y","N","Y","Y","Yes"
