"FilingID","Representation 1","Representation 2"
"1007679","Y","Y"
"997240","Y","Y"
"1010429","Y","Y"
"1011339","Y","Y"
"1012243","Y","Y"
"1009178","Y","Y"
"1014497","Y","Y"
"1014723","Y","Y"
"1009599","Y","Y"
"1011964","Y","Y"
"1017051","Y","Y"
"1018316","Y","Y"
"1012861","Y","Y"
"1019295","Y","Y"
"1021768","Y","Y"
"1023899","Y","Y"
"1010267","Y","Y"
"1010679","Y","Y"
"1010138","Y","Y"
"1016057","Y","Y"
"1023098","Y","Y"
"1024140","Y","Y"
"1024864","Y","Y"
"1025292","Y","Y"
"1008004","Y","Y"
"1007813","Y","Y"
"1009805","Y","Y"
"1008134","Y","Y"
"1017712","Y","Y"
"1017803","Y","Y"
"1017771","Y","Y"
"1011943","Y","Y"
"1013118","Y","Y"
"1018317","Y","Y"
"1022792","Y","Y"
"1023444","Y","Y"
"1020075","Y","Y"
"1020091","Y","Y"
"1011921","Y","Y"
"1020144","Y","Y"
"1020107","Y","Y"
"1022427","Y","Y"
"1023430","Y","Y"
"1023760","Y","Y"
"1018658","Y","Y"
"966482","Y","Y"
"1009618","Y","Y"
"1015874","Y","Y"
"1022475","Y","Y"
"1021989","Y","Y"
"1023431","Y","Y"
"1025584","Y","Y"
"1026015","Y","Y"
"1025207","Y","Y"
"1026964","Y","Y"
"1004875","Y","Y"
"1000009","Y","Y"
"1006013","Y","Y"
