"FilingID","ReferenceID","SubreferenceID","Foreign  
Regulatory Authority"
"912552","48319","12244","Cayman Islands - Cayman Islands Monetary Authority"
"912563","66923","13700","Other  
- CAYMAN ISLANDS"
"912563","66923","13701","Other  
- CAYMAN ISLANDS"
"912231","120260","83367","Cayman Islands - Cayman Islands Monetary Authority"
"911543","1007","1001","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"911543","1009","1004","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"911543","1017","1017","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"911543","1019","1019","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"912971","5648","1715","Cayman Islands - Cayman Islands Monetary Authority"
"912971","5626","19375","Cayman Islands - Cayman Islands Monetary Authority"
"912971","5746","1730","Cayman Islands - Cayman Islands Monetary Authority"
"912971","4226","1689","Cayman Islands - Cayman Islands Monetary Authority"
"912916","4028","1437","Cayman Islands - Cayman Islands Monetary Authority"
"912916","68256","13950","Cayman Islands - Cayman Islands Monetary Authority"
"912952","46093","8326","Cayman Islands - Cayman Islands Monetary Authority"
"912952","46093","8325","Cayman Islands - Cayman Islands Monetary Authority"
"912952","26613","10115","Cayman Islands - Cayman Islands Monetary Authority"
"912952","28444","12633","Cayman Islands - Cayman Islands Monetary Authority"
"912952","24897","4616","Cayman Islands - Cayman Islands Monetary Authority"
"912952","44807","8100","Cayman Islands - Cayman Islands Monetary Authority"
"912952","44765","8076","Cayman Islands - Cayman Islands Monetary Authority"
"912952","24870","4659","Cayman Islands - Cayman Islands Monetary Authority"
"912952","25899","4763","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"912952","26290","4821","Japan - Financial Services Agency"
"912952","26290","4821","Cayman Islands - Cayman Islands Monetary Authority"
"913140","13151","2817","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"913096","13108","2815","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"913096","13151","2817","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"913096","13165","2821","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"913140","13165","2821","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"913140","13108","2815","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"906291","81228","63365","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"906291","81229","63368","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"912992","65683","13421","Cayman Islands - Cayman Islands Monetary Authority"
"912992","54308","10661","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"912992","25558","4708","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"913341","21929","4252","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"913341","21945","4254","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"890425","56651","11256","Cayman Islands - Cayman Islands Monetary Authority"
"890425","47525","8703","Cayman Islands - Cayman Islands Monetary Authority"
"912149","3829","1411","Cayman Islands - Cayman Islands Monetary Authority"
"912149","4646","1542","Cayman Islands - Cayman Islands Monetary Authority"
"912149","3829","1410","Cayman Islands - Cayman Islands Monetary Authority"
"912149","4636","2795","Cayman Islands - Cayman Islands Monetary Authority"
"912383","22389","38366","Cayman Islands - Cayman Islands Monetary Authority"
"912383","22886","38379","Cayman Islands - Cayman Islands Monetary Authority"
"913725","56696","11298","Cayman Islands - Cayman Islands Monetary Authority"
"913639","66923","13700","Other  
- CAYMAN ISLANDS"
"913639","66923","13701","Other  
- CAYMAN ISLANDS"
"913808","69654","14255","Cayman Islands - Cayman Islands Monetary Authority"
"910593","49429","9119","Cayman Islands - Cayman Islands Monetary Authority"
"913233","5269","1636","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"913826","44906","8113","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"913879","43379","7839","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"914061","26365","7593","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"913895","44906","8113","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"914061","26365","5437","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"914061","67270","13756","Cayman Islands - Cayman Islands Monetary Authority"
"914061","67270","13755","Cayman Islands - Cayman Islands Monetary Authority"
"914172","62700","12734","Cayman Islands - Cayman Islands Monetary Authority"
"914216","62700","12734","Cayman Islands - Cayman Islands Monetary Authority"
"913842","8902","2289","Cayman Islands - Cayman Islands Monetary Authority"
"913842","54491","13754","Cayman Islands - Cayman Islands Monetary Authority"
"914265","46093","8326","Cayman Islands - Cayman Islands Monetary Authority"
"914265","46093","8325","Cayman Islands - Cayman Islands Monetary Authority"
"914265","26613","10115","Cayman Islands - Cayman Islands Monetary Authority"
"914265","28444","12633","Cayman Islands - Cayman Islands Monetary Authority"
"914265","24897","4616","Cayman Islands - Cayman Islands Monetary Authority"
"914265","44807","8100","Cayman Islands - Cayman Islands Monetary Authority"
"914265","44765","8076","Cayman Islands - Cayman Islands Monetary Authority"
"914265","24870","4659","Cayman Islands - Cayman Islands Monetary Authority"
"914265","25899","4763","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"914265","26290","4821","Japan - Financial Services Agency"
"914265","26290","4821","Cayman Islands - Cayman Islands Monetary Authority"
"914092","23077","4591","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"914092","23079","4685","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"914523","10947","2574","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"913628","55042","10860","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"914561","57043","11588","Cayman Islands - Cayman Islands Monetary Authority"
"914714","59600","12067","Cayman Islands - Cayman Islands Monetary Authority"
"914546","4852","2067","Cayman Islands - Cayman Islands Monetary Authority"
"913816","120334","83380","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"913816","6759","2070","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"914996","1944","1142","Cayman Islands - Cayman Islands Monetary Authority"
"914818","43266","8355","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"914818","50864","9735","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"914996","65967","13485","Cayman Islands - Cayman Islands Monetary Authority"
"915149","19391","9462","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"915149","19343","3794","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"915149","19362","3796","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"915149","19382","4603","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"914512","82239","64365","Cayman Islands - Cayman Islands Monetary Authority"
"915223","17438","3440","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"911813","13326","2853","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"913491","23596","4404","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"913491","23537","11965","Cayman Islands - Cayman Islands Monetary Authority"
"915039","4603","1588","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY  (""CIMA"")"
"915267","43916","9856","Cayman Islands - Cayman Islands Monetary Authority"
"914592","38074","7477","Cayman Islands - Cayman Islands Monetary Authority"
"914592","38074","7479","Cayman Islands - Cayman Islands Monetary Authority"
"914592","38074","7480","Cayman Islands - Cayman Islands Monetary Authority"
"914592","38074","7481","Cayman Islands - Cayman Islands Monetary Authority"
"915400","38074","7477","Cayman Islands - Cayman Islands Monetary Authority"
"915400","38074","7479","Cayman Islands - Cayman Islands Monetary Authority"
"915400","38074","7480","Cayman Islands - Cayman Islands Monetary Authority"
"915400","38074","7481","Cayman Islands - Cayman Islands Monetary Authority"
"912582","15423","14058","Netherlands - The Netherlands Authority for the Financial Markets"
"912582","15423","14058","Finland - Financial Supervision Authority"
"912582","15423","14058","Sweden - Swedish Financial Supervisory Authority"
"912582","15423","14058","United Kingdom - Financial Conduct Authority"
"912582","15423","14058","Ireland -  Central Bank of Ireland"
"912582","15423","14058","Cayman Islands - Cayman Islands Monetary Authority"
"912582","15423","14058","Other  
- THE FINANCIAL SUPERVISORY AUTHORITY OF NORWAY"
"912582","15423","14058","Singapore - Monetary Authority of Singapore"
"912582","15423","14060","Cayman Islands - Cayman Islands Monetary Authority"
"912582","50305","9348","Cayman Islands - Cayman Islands Monetary Authority"
"912582","19115","14045","Finland - Financial Supervision Authority"
"912582","19115","14045","Netherlands - The Netherlands Authority for the Financial Markets"
"912582","19115","14045","Sweden - Swedish Financial Supervisory Authority"
"912582","19115","14045","Ireland -  Central Bank of Ireland"
"912582","19115","14045","United Kingdom - Financial Conduct Authority"
"912582","19115","14045","Other  
- THE FINANCIAL SUPERVISORY AUTHORITY OF NORWAY"
"912582","19115","14045","Cayman Islands - Cayman Islands Monetary Authority"
"912582","19115","14045","Singapore - Monetary Authority of Singapore"
"912582","68668","14042","Finland - Financial Supervision Authority"
"912582","68668","14042","United Kingdom - Financial Conduct Authority"
"912582","68668","14042","Sweden - Swedish Financial Supervisory Authority"
"912582","68668","14042","Netherlands - The Netherlands Authority for the Financial Markets"
"912582","19115","14047","Cayman Islands - Cayman Islands Monetary Authority"
"915415","15423","14058","Netherlands - The Netherlands Authority for the Financial Markets"
"915415","15423","14058","Finland - Financial Supervision Authority"
"915415","15423","14058","Sweden - Swedish Financial Supervisory Authority"
"915415","15423","14058","United Kingdom - Financial Conduct Authority"
"915415","15423","14058","Ireland -  Central Bank of Ireland"
"915415","15423","14058","Cayman Islands - Cayman Islands Monetary Authority"
"915415","15423","14058","Other  
- THE FINANCIAL SUPERVISORY AUTHORITY OF NORWAY"
"915415","15423","14058","Singapore - Monetary Authority of Singapore"
"915415","15423","14060","Cayman Islands - Cayman Islands Monetary Authority"
"915415","50305","9348","Cayman Islands - Cayman Islands Monetary Authority"
"915415","19115","14045","Finland - Financial Supervision Authority"
"915415","19115","14045","Netherlands - The Netherlands Authority for the Financial Markets"
"915415","19115","14045","Sweden - Swedish Financial Supervisory Authority"
"915415","19115","14045","Ireland -  Central Bank of Ireland"
"915415","19115","14045","United Kingdom - Financial Conduct Authority"
"915415","19115","14045","Other  
- THE FINANCIAL SUPERVISORY AUTHORITY OF NORWAY"
"915415","19115","14045","Cayman Islands - Cayman Islands Monetary Authority"
"915415","19115","14045","Singapore - Monetary Authority of Singapore"
"915415","68668","14042","Finland - Financial Supervision Authority"
"915415","68668","14042","United Kingdom - Financial Conduct Authority"
"915415","68668","14042","Sweden - Swedish Financial Supervisory Authority"
"915415","68668","14042","Netherlands - The Netherlands Authority for the Financial Markets"
"915415","19115","14047","Cayman Islands - Cayman Islands Monetary Authority"
"915442","32065","5876","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"913675","120407","83404","Cayman Islands - Cayman Islands Monetary Authority"
"913675","120403","83402","Cayman Islands - Cayman Islands Monetary Authority"
"913675","5648","1715","Cayman Islands - Cayman Islands Monetary Authority"
"913675","5626","19375","Cayman Islands - Cayman Islands Monetary Authority"
"913675","5746","1730","Cayman Islands - Cayman Islands Monetary Authority"
"913675","4226","1689","Cayman Islands - Cayman Islands Monetary Authority"
"915524","33336","13973","Other  
- US"
"915524","33401","13974","Other  
- USA"
"915524","35477","14205","Cayman Islands - Cayman Islands Monetary Authority"
"915524","35477","14206","Cayman Islands - Cayman Islands Monetary Authority"
"915524","35477","14207","Cayman Islands - Cayman Islands Monetary Authority"
"915524","35477","14208","Cayman Islands - Cayman Islands Monetary Authority"
"915524","35477","14209","Cayman Islands - Cayman Islands Monetary Authority"
"915524","35477","14211","Cayman Islands - Cayman Islands Monetary Authority"
"915567","15543","3201","Cayman Islands - Cayman Islands Monetary Authority"
"913142","3210","9281","Other  
- CIMA - CAYMAN ISLANDS MONETARY AUTHORITY"
"915606","72352","23365","Guernsey - Guernsey Financial Services Commission"
"915606","72352","23364","Guernsey - Guernsey Financial Services Commission"
"908550","66724","13657","Cayman Islands - Cayman Islands Monetary Authority"
"914589","46698","8454","Cayman Islands - Cayman Islands Monetary Authority"
"915770","37223","6880","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"915808","38453","7112","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"915770","56105","11108","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"915770","37198","6868","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"915770","32035","6098","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"915770","36254","8767","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"915892","23077","4591","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"915892","23079","4685","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"915878","32065","5876","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"915240","65428","13584","Cayman Islands - Cayman Islands Monetary Authority"
"897966","44408","10018","Canada - Yukon Territories, Registrar of Securities"
"915931","6613","1896","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"915931","6613","1897","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"906569","20310","3958","Other  
- SUPERINTENDENCIA DE BANCOS Y SEGUROS (SBS)"
"916022","64934","13246","Cayman Islands - Cayman Islands Monetary Authority"
"916061","48378","8895","Cayman Islands - Cayman Islands Monetary Authority"
"916034","16905","46409","Cayman Islands - Cayman Islands Monetary Authority"
"916034","49186","10248","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"916034","16919","10254","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"915171","44944","9886","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"915171","44917","9887","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"915171","44939","9930","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"915171","44940","62374","Cayman Islands - Cayman Islands Monetary Authority"
"915171","35627","62382","Cayman Islands - Cayman Islands Monetary Authority"
"915171","44947","10517","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"915171","44973","9936","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"915820","58856","26366","United Kingdom - Financial Conduct Authority"
"915820","58856","26372","United Kingdom - Financial Conduct Authority"
"915820","58856","26369","United Kingdom - Financial Conduct Authority"
"915820","58856","26371","United Kingdom - Financial Conduct Authority"
"915820","41546","7578","United Kingdom - Financial Conduct Authority"
"915820","36314","7560","United Kingdom - Financial Conduct Authority"
"915820","49593","9140","United Kingdom - Financial Conduct Authority"
"915820","49593","9141","United Kingdom - Financial Conduct Authority"
"902673","38548","46430","Cayman Islands - Cayman Islands Monetary Authority"
"916151","44944","9886","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"916151","44917","9887","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"916151","44939","9930","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"916151","44940","62374","Cayman Islands - Cayman Islands Monetary Authority"
"916151","35627","62382","Cayman Islands - Cayman Islands Monetary Authority"
"916151","44947","10517","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"916151","44973","9936","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"916230","3718","1399","Cayman Islands - Cayman Islands Monetary Authority"
"915729","67070","13733","Cayman Islands - Cayman Islands Monetary Authority"
"915729","39047","7178","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CIMA"
"916263","6285","1864","Cayman Islands - Cayman Islands Monetary Authority"
"915036","2511","1261","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"916314","27587","5085","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"915777","44477","8032","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"916367","39916","7968","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"916095","6222","1828","Cayman Islands - Cayman Islands Stock Exchange Authority"
"916095","6222","1828","Netherlands - The Netherlands Authority for the Financial Markets"
"916095","6222","1828","United Kingdom - Financial Conduct Authority"
"912206","33749","6213","Cayman Islands - Cayman Islands Monetary Authority"
"912206","45737","8258","Cayman Islands - Cayman Islands Monetary Authority"
"912206","33678","6159","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"912206","33693","6162","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"912206","33693","6163","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"912206","33731","6204","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"912206","33731","6205","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"912206","33713","6185","Cayman Islands - Cayman Islands Monetary Authority"
"912206","33713","6186","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"912206","33721","6193","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"912206","33727","6196","Japan - Financial Services Agency"
"912206","45737","9110","Cayman Islands - Cayman Islands Monetary Authority"
"914442","36200","6721","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"916253","45849","8908","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"909591","120508","83409","Cayman Islands - Cayman Islands Monetary Authority"
"909591","63664","12897","Cayman Islands - Cayman Islands Monetary Authority"
"909591","17706","3552","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"909591","54100","10608","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"909591","48088","8820","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"909591","48088","8821","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"909591","44782","8082","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"909591","17708","3549","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"909591","17707","3555","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"909591","17703","3542","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"909591","17703","3736","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"909591","63664","12898","Cayman Islands - Cayman Islands Monetary Authority"
"909591","65012","13276","Cayman Islands - Cayman Islands Monetary Authority"
"916295","31905","12340","Cayman Islands - Cayman Islands Monetary Authority"
"916447","68770","14065","Cayman Islands - Cayman Islands Monetary Authority"
"914458","45571","8197","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"914458","27223","5854","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"914458","27283","5857","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"914458","27305","5859","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"914458","27322","5865","British Virgin Islands - British Virgin Islands Financial Services Commission"
"914458","27322","5865","Cayman Islands - Cayman Islands Monetary Authority"
"914458","27349","5867","British Virgin Islands - British Virgin Islands Financial Services Commission"
"914458","27412","5872","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"914458","27397","6425","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"914458","15739","5843","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"914458","26686","5840","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"914458","26682","5848","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"914458","46643","8434","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"914458","120372","83387","Cayman Islands - Cayman Islands Monetary Authority"
"916472","45571","8197","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"916472","27223","5854","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"916472","27283","5857","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"916472","27305","5859","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"916472","27322","5865","British Virgin Islands - British Virgin Islands Financial Services Commission"
"916472","27322","5865","Cayman Islands - Cayman Islands Monetary Authority"
"916472","27349","5867","British Virgin Islands - British Virgin Islands Financial Services Commission"
"916472","27412","5872","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"916472","27397","6425","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"916472","15739","5843","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"916472","26686","5840","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"916472","26682","5848","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"916472","46643","8434","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"916472","120372","83387","Cayman Islands - Cayman Islands Monetary Authority"
"916489","40605","12661","Cayman Islands - Cayman Islands Monetary Authority"
"916489","40344","12676","Cayman Islands - Cayman Islands Monetary Authority"
"916489","40758","12677","Cayman Islands - Cayman Islands Monetary Authority"
"916489","41951","12678","Cayman Islands - Cayman Islands Monetary Authority"
"916489","40548","12662","Cayman Islands - Cayman Islands Monetary Authority"
"915851","1447","1240","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"915851","53432","10487","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"916416","30887","5633","Cayman Islands - Cayman Islands Monetary Authority"
"914440","68971","14109","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"914440","38508","7680","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"914440","2600","7688","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"916513","7421","2035","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"916513","7470","2039","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"916518","7421","2035","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"916518","7470","2039","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"916537","7421","2035","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"916537","7470","2039","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"916538","24667","4567","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"900824","67364","13823","Cayman Islands - Cayman Islands Monetary Authority"
"915233","25753","9734","Cayman Islands - Cayman Islands Stock Exchange Authority"
"916582","48172","11852","Cayman Islands - Cayman Islands Monetary Authority"
"913898","50691","9519","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"913898","57899","11672","Cayman Islands - Cayman Islands Monetary Authority"
"916746","4852","2067","Cayman Islands - Cayman Islands Monetary Authority"
"916417","4864","1591","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"917012","46749","12083","Cayman Islands - Cayman Islands Monetary Authority"
"916381","55610","10985","Cayman Islands - Cayman Islands Monetary Authority"
"916381","57717","11601","Cayman Islands - Cayman Islands Monetary Authority"
"917080","47186","8599","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"917080","66675","13644","Ireland -  Central Bank of Ireland"
"917080","24669","4570","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"917080","24697","4579","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"917080","48160","8838","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"917080","58332","11764","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"917080","58332","11765","Cayman Islands - Cayman Islands Monetary Authority"
"908592","95230","70364","Cayman Islands - Cayman Islands Monetary Authority"
"917237","26377","4839","Cayman Islands - Cayman Islands Monetary Authority"
"917237","75336","46368","Cayman Islands - Cayman Islands Monetary Authority"
"914945","57528","11553","Cayman Islands - Cayman Islands Monetary Authority"
"914945","46807","8475","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"917149","45733","8257","Cayman Islands - Cayman Islands Monetary Authority"
"916595","5002","2440","Cayman Islands - Cayman Islands Monetary Authority"
"916595","4621","2448","Cayman Islands - Cayman Islands Monetary Authority"
"917544","10943","2570","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"917554","40254","10505","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"916642","17360","3426","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"916642","17358","8935","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"916642","17134","11725","Cayman Islands - Cayman Islands Monetary Authority"
"916642","17134","11729","Cayman Islands - Cayman Islands Monetary Authority"
"917595","18367","3787","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"917595","19854","3876","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"917595","19882","3882","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"916794","60736","12303","Cayman Islands - Cayman Islands Monetary Authority"
"917050","3899","9243","Cayman Islands - Cayman Islands Stock Exchange Authority"
"917050","3899","9244","Cayman Islands - Cayman Islands Stock Exchange Authority"
"917050","8028","2125","Cayman Islands - Cayman Islands Stock Exchange Authority"
"917050","8002","6492","Cayman Islands - Cayman Islands Stock Exchange Authority"
"917050","8002","6493","Cayman Islands - Cayman Islands Stock Exchange Authority"
"917050","3899","6503","Cayman Islands - Cayman Islands Stock Exchange Authority"
"917050","3899","6504","Cayman Islands - Cayman Islands Stock Exchange Authority"
"917765","1393","1074","Other  
- CAYMAN ISLANDS/THE CAYMAN ISLANDS MONETARY AUTHORITY"
"917689","30825","39364","Cayman Islands - Cayman Islands Monetary Authority"
"917689","30797","39366","Cayman Islands - Cayman Islands Monetary Authority"
"917765","1383","1071","Other  
- CAYMAN ISLANDS/THE CAYMAN ISLANDS MONETARY AUTHORITY"
"917765","45582","8205","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"917765","45534","8187","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"917765","45534","8188","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"917765","1245","1052","Other  
- CAYMAN ISLANDS/THE CAYMAN ISLANDS MONETARY AUTHORITY"
"917765","1371","1065","Other  
- CAYMAN ISLANDS/THE CAYMAN ISLANDS MONETARY AUTHORITY"
"917765","1374","1067","Other  
- CAYMAN ISLANDS/THE CAYMAN ISLANDS MONETARY AUTHORITY"
"917765","1378","1069","Other  
- CAYMAN ISLANDS/THE CAYMAN ISLANDS MONETARY AUTHORITY"
"917737","22780","4322","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"917737","22628","4315","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"917737","22757","4320","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"917737","22795","4325","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"917737","22806","4334","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"913863","30805","5619","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"917837","24474","4794","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"917853","22501","4469","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
