"FilingID","Wrap Fee Program","Sponsor"
"927601","INVESTMENT CONSULTING GROUP WRAP PROGRAM","MOUNT YALE CAPITAL GROUP"
"927601","ASSET CONSULTING SERVICE (ACS) PROGRAM","FOLIO DYNAMIX"
"927601","WELLS FARGO ADVISORS","DMA & MASTERS PROGRAM"
"927601","MID ATLANTIC PORTFOLIO SOLUTIONS PROGRAM","MID ATLANTIC CAPITAL GROUP"
"927610","LINSCO/PRIVATE LEDGER'S MANAGER SELECT","LINSCO/PRIVATE LEDGER"
"927580","SMART OPTION","BROOKSTONE CAPITAL MANAGEMENT"
"927460","MUTUAL FUND ADVISORY PORTFOLIO","J.P. MORGAN SECURITIES LLC"
"927460","J.P. MORGAN SECURITIES PORTFOLIO MANAGER PROGRAM","J.P. MORGAN SECURITIES LLC"
"927460","CHASE STRATEGIC PORTOFOLIO","J.P. MORGAN SECURITIES LLC"
"927663","WWM WRAP FEE PROGRAM","WASHINGTON WEALTH MANAGEMENT"
"927668","CLIENT FOCUSED","CLIENT ONE SECURITIES LLC"
"927668","CLIENT CENTERED","CLIENT ONE SECURITIES LLC"
"927667","MANAGED ACCOUNT PROGRAM","RBC"
"927667","MANAGER ACCESS SELECT","LPL FINANCIAL"
"927667","MANAGER SELECT","LPL FINANCIAL"
"927667","RELIANCE TRUST (MODEL)","FOLIODYNAMIX"
"927667","SELECT UMA (MODEL)","MORGAN STANLEY WEALTH MANAGEMENT"
"927667","MANAGED ASSETS PROGRAM","STIFEL NICOLAUS"
"927667","STRATEGIC WEALTH PORTFOLIOS","UBS FINANCIAL SERVICES"
"927667","BAIRD MANAGED ACCOUNTS","ROBERT W. BAIRD & CO. INC."
"927667","PRUDENTIAL (RBC) MANAGED ACCOUNTS","PRUDENTIAL INVESTMENTS LLC"
"927667","MERRILL LYNCH MAS","MERRILL LYNCH"
"927667","LOCKWOOD MANAGED ACCOUNT LINK","LOCKWOOD ADVISORS, INC."
"927667","MERRILL LYNCH STRATEGIC PORTFOLIO ADVISORY SERVICE","MERRILL LYNCH"
"927667","STRATIS","JP MORGAN"
"927667","FIDUCIARY SERVICES","MORGAN STANLEY WEALTH MANAGEMENT"
"927667","CONSULTING EVALUATION SERVICES","MORGAN STANLEY WEALTH MANAGEMENT"
"927667","MAC","UBS FINANCIAL SERVICES"
"927667","LIS (MODEL)","LOCKWOOD ADVISORS, INC."
"927667","INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY WEALTH MANAGEMENT"
"927667","JP MORGAN (MODEL)","JP MORGAN"
"927667","OPPENHEIMER (MODEL)","OPPENHEIMER"
"927667","UNITED CAPITAL (MODEL)","ENVESTNET"
"927667","U.S. BANK (MODEL)","U.S. BANK"
"927667","MERRILL LYNCH UMA (MODEL)","MERRILL LYNCH"
"927667","ACCESS","UBS FINANCIAL SERVICES"
"927667","BRINKER CAPITAL","BRINKER CAPITAL"
"927667","STAR","OPPENHEIMER & CO., INC."
"927667","CHARLES SCHWAB ACCESS","CHARLES F. SCHWAB"
"927667","FIFTH THIRD BANK (MODEL)","FIFTH THIRD BANK"
"927667","FREESTONE CAPITAL (MODEL)","FREESTONE CAPITAL"
"927667","LPL (MODEL)","LPL FINANCIAL"
"927667","OPPENHEIMER  IAS","OPPENHEIMER"
"927667","D A DAVIDSON MANAGED ACCOUNTS","D A DAVIDSON"
"927667","CHARLES SCHWAB MARKETPLACE","CHARLES F. SCHWAB"
"927667","PRIVATE ADVISOR NETWORK","WELLS FARGO"
"927667","ADVISER SELECT","DEUTSCHE BANK"
"927667","CONSULTING DIRECT","DEUTSCHE BANK"
"927667","PRUDENTIAL RBC (MODEL)","PRUDENTIAL INVESTMENTS LLC"
"927667","CONCORD (MODEL)","CONCORD"
"927667","ENVESTNET (MODEL)","ENVESTNET"
"927667","JANNEY MONTGOMERY SCOTT (MODEL)","ENVESTNET"
"927085","INVESTMENT CONSULTING","DB ALEX BROWN"
"927688","PERSHING ADVISOR SOLUTIONS","PERSHING LLC"
"927688","SELECT ADVISOR SERIES PROGRAM - FOLIO DYNAMIX","VOYA"
"927688","LOCKWOOD","PERSHING LLC"
"927688","SEPARATE ACCOUNT EXCHANGE","TD AMERITRADE"
"927688","STRATEGIC ADVISOR SOLUTIONS PROGRAM (SASP)","ING FINANCIAL PARTNERS"
"927688","ADVISORY CHOICE","ROBERT W. BAIRD"
"927688","PRIVATE ADVISOR NETWORK","WELLS FARGO"
"927688","STRATEGIC PORTFOLIO ADVISER","MERRILL LYNCH"
"927688","MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL"
"927688","CONSULTING GROUP","MORGAN STANLEY"
"927688","MANAGER SELECT","LPL FINANCIAL"
"927688","MANAGER ACCESS SELECT","LPL FINANCIAL"
"927688","MANAGED ACCOUNT PROGRAM","RBC"
"927688","HORIZON","STIFEL"
"927688","SCHWAB ONE","CHARLES SCHWAB"
"927708","OPPORTUNITY","STIFEL NICOLAUS"
"927708","ACCESS/SWP","UBS FINANCIAL SERVICES"
"927708","FS/UMA","MORGAN STANLEY"
"927708","RECOMMENDED PREFERRED","ENVESTNET"
"927708","MANAGED ACCOUNT COMMAND","LOCKWOOD ADVISORS, INC."
"927708","CLIENT SELECT MANAGERS","ROBERT W. BAIRD & CO."
"927708","STAR/IAS","OPPENHEIMER"
"927708","MASTERS/DMA, PRIVATE ADVISOR NETWORK","WELLS FARGO"
"927708","LIFETIME WEALTH PORTFOLIOS","NEW YORK LIFE/EAGLE STRATEGIES"
"927708","WILLIAM BLAIR SELECT","WILLIAM BLAIR"
"927708","RAYMOND JAMES","RAYMOND JAMES"
"927338","PORTFOLIO CHOICE BY ONEAMERICA PROGRAM","ONEAMERICA SECURITIES, INC."
"927720","CUSTOM INVESTMENT OUTSOURCING PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
"927720","PORTFOLIO MANAGEMENT PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
"927720","SELECT UMA PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
"927720","GLOBAL INVESTMENT SOLUTIONS","MORGAN STANLEY SMITH BARNEY LLC"
"927720","INSTITUTIONAL CASH ADVISORY PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
"927720","STRATEGIC PORTFOLIOS","MORGAN STANLEY SMITH BARNEY LLC"
"927737","VCM WRAP BROCHURE","VIRTUE CAPITAL MANAGEMENT, LLC"
"927739","MF/ETF ADVISORY PROGRAM","CETERA ADVISOR NETWORKS LLC, CETERA ADVISORS LLC, CETERA INVESTMENT ADVISERS LLC"
"927781","PERSHING ADVISOR SOLUTIONS","PERSHING LLC"
"927781","SELECT ADVISOR SERIES PROGRAM - FOLIO DYNAMIX","VOYA"
"927781","LOCKWOOD","PERSHING LLC"
"927781","SEPARATE ACCOUNT EXCHANGE","TD AMERITRADE"
"927781","STRATEGIC ADVISOR SOLUTIONS PROGRAM (SASP)","ING FINANCIAL PARTNERS"
"927781","ADVISORY CHOICE","ROBERT W. BAIRD"
"927781","PRIVATE ADVISOR NETWORK","WELLS FARGO"
"927781","STRATEGIC PORTFOLIO ADVISER","MERRILL LYNCH"
"927781","MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL"
"927781","CONSULTING GROUP","MORGAN STANLEY"
"927781","MANAGER SELECT","LPL FINANCIAL"
"927781","MANAGER ACCESS SELECT","LPL FINANCIAL"
"927781","MANAGED ACCOUNT PROGRAM","RBC"
"927781","HORIZON","STIFEL"
"927781","SCHWAB ONE","CHARLES SCHWAB"
"923221","SEPARATE ACCOUNT STRATEGY WRAP PROGRAM","RDL FINANCIAL, INC."
"927857","PERSONAL WEALTH PORTFOLIOS","LPL FINANCIAL"
"927857","OPTIMUM MARKET PORTFOLIOS","LPL FINANCIAL"
"927857","MODEL WEALTH PORTFOLIOS","LPL FINANCIAL"
"927871","BAYSTATE WEALTH MANAGEMENT WRAP FEE PROGRAM","BAYSTATE WEALTH MANAGEMENT"
"927894","NAUTICAL WEALTH MANAGEMENT'S WRAP PROGRAM","DW ADVISORS LLC DBA NAUTICAL WEALTH MANAGEMENT"
"927894","RJ PATTERSON GROUP'S WRAP PROGRAM","DW ADVISORS LLC DBA RJ PATTERSON GROUP"
"927903","ACTIVELY MANAGED MUNICIPAL BOND PROGRAM","AMERICAN PORTFOLIOS"
"927903","ADVISOR ENTERPRISES","ENVESTNET ASSET MANAGEMENT"
"927903","PREMIER PLUS","FUNDQUEST"
"927903","ADVISOR ENTERPRISES","NATIONAL FINANCIAL PARTNERS"
"927903","SUSTAINABLE INVESTMENT SOLUTIONS","FIRST AFFIRMATIVE"
"927903","FOLIO DYNAMICS MANAGED ACCOUNT PLATFORM","FOLIO DX"
"927903","MANAGED ACCOUNT SOLUTIONS","PERSHING"
"927903","MT YALE INVESTMENT ADVISORS","MT. YALE"
"927903","ETF MODEL MANAGEMENT","SAWTOOTH ASSET MANAGEMT"
"927903","MANAGED MODEL MANAGEMENT","WEALTHCARE CAPITAL MANAGEMENT"
"927662","FIRST REPUBLIC MODEL PORTFOLIOS","FIRST REPUBLIC INVESTMENT MANAGEMENT, INC."
"927662","LUMINOUS CAPITAL, LLC PROGRAM","LUMINOUS CAPITAL (A DIVISION OF FRIM)"
"927950","ENVESTNET  PORTFOLIO PLANNER SELECT","ENVESTNET & INFINEX INVESTMENTS, INC."
"927950","INFINEX CLIENT ADVISORY ACCOUNT PROGRAM","INFINEX INVESTMENTS, INC."
"927950","THE GRANITE PROGRAM","INFINEX INVESTMENTS, INC."
"927950","THE INFINEX WEALTHSELECT PROGRAM","INFINEX INVESTMENTS, INC."
"927964","MANAGED PORTFOLIO PROGRAM","M FINANCIAL ASSET MANAGEMENT, INC."
"927974","FERRIS CAPITAL, LLC","FERRIS CAPITAL, LLC"
"928007","HENLEY MANAGED SOLUTIONS PROGRAM","HENLEY & COMPANY WEALTH MANAGEMENT LLC"
"928015","STASHINVEST WRAP FEE PROGRAM","STASHINVEST"
"928024","WINDSOR CAPITAL MANAGEMENT, LLC WRAP FEE PROGRAM","WINDSOR CAPITAL MANAGEMENT, LLC"
"928067","ENVESTNET","ENVESTNET"
"927935","JANNEY MONTGOMERY SCOTT MANAGED ACCOUNT PROGRAM","JANNEY MONTGOMERY SCOTT"
"927935","BOSTON PRIVATE WEALTH TRANSACTION SERVICES AND CONSULTING PROGRAM","BOSTON PRIVATE WEALTH LLC"
"927935","MANAGED ACCOUNT COMMAND","LOCKWOOD ADVISORS, INC."
"927935","MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL SERVICES, INC."
"927935","PREMIER ASSET MANAGEMENT PROGRAM","ENVESTNET ASSET MANAGEMENT, INC."
"927935","STIFEL MANAGED ASSETS PROGRAM","STIFEL NICOLAUS & COMPANY"
"927935","WELLS FARGO PRIVATE CLIENT ADVISOR NETWORK","WELLS FARGO"
"921320","THE VISIONARY WEALTH MANAGEMENT PROGRAM","VISIONARY WEALTH ADVISORS, LLC"
"927297","GRAND CENTRAL INVESTMENT GROUP WRAP PROGRAM","GRAND CENTRAL INVESTMENT GROUP"
"928146","MANAGED ACCOUNT SOLUTIONS","INTEGRATED ADVISORS NETWORK"
"922216","MODELFOLIOS PROGRAM","ROYAL ALLIANCE ASSOCIATES, INC."
"922216","VISION2020 WEALTH MANAGEMENT PLATFORM-MODEL PORTFOLIOS PROGRAM","ROYAL ALLIANCE ASSOCIATES, INC."
"922216","VISION2020 WEALTH MANAGEMENT PLATFORM-SMA & UMA ACCOUNT PROGRAM","ROYAL ALLIANCE ASSOCIATES, INC."
"922216","MANAGED ASSETS PROGRAM","ROYAL ALLIANCE ASSOCIATES, INC."
"922216","VISION2020 WEALTH MANAGEMENT PLATFORM-ADVISOR MANAGED PORTFOLIOS","ROYAL ALLIANCE ASSOCIATES, INC."
"912366","SWB MARKETPLACE","CHARLES SCHWAB"
"912366","STRATIS","JP MORGAN CHASE BANK"
"912366","GLOBAL MANAGER STRATEGIES","GOLDMAN SACHS"
"912366","MACS","PRUDENTIAL"
"912366","MANAGED ACCOUNT PROGRAM","SEI INVESTMENTS MANAGEMENT"
"912366","RAYMOND JAMES CONSULTING SERVICES","RAYMOND JAMES"
"912366","PREFERRED ADVISORS (CSSU)","LOCKWOOD FINANCIAL SERVICES"
"912366","PREMIER PLUS","LINCOLN FINANCIAL ADVISORS"
"912366","ADVISOR SELECT","RBC DAIN RAUSCHER, INC."
"912366","INVESTMENT CONSULTING SERVICES","CIBC WOODGUNDY"
"912366","SUMMIT UMA","SCOTIA MCLEOD"
"912366","ENVESTNET SEPARATE ACCOUNTS PROGRAM","ENVESTNET ASSET MANAGEMENT, INC"
"912366","SELECT UMA","MORGAN STANLEY SMITH BARNEY"
"912366","CHOICE SMA","KOVACK ADVISORS (FCK RK ADVISORS)"
"912366","CITIPB-MSP","LOCKWOOD CITI - MSP"
"912366","UBS MDA","UBS FINANCIAL"
"912366","ADVISORPORT (MSA)","PFPC"
"912366","ADVISORPORT (UMA)","PFPC"
"912366","NON CORE PROGRAM","DEUTSCHE BANK ALEX BROWN"
"912366","FIDUCIARY SERVICES","CITIGROUP"
"912366","UNIFIED MANAGED ACCOUNT PROGRAM","BRINKER CAPITAL MANAGEMENT"
"912366","MODEL MANAGEMENT - GEMS","GENWORTH FINANCIAL ASSET"
"912366","MODEL MANAGEMENT - PMP - SRI","GENWORTH FINANCIAL ASSET"
"912366","UMA - ARO","GENWORTH FINANCIAL ASSET"
"912366","3.0","MERRILL LYNCH"
"912366","3.0 - CDP","MERRILL LYNCH"
"912366","FIDUCIARY SERVICES","MORGAN STANLEY SMITH BARNEY"
"912366","NFP - UMA","NORTHERN TRUST COMPANY"
"912366","PFS-IS AND WAS-WAMM","NORTHERN TRUST COMPANY"
"912366","IMAP","SEI INVESTMENTS MANAGEMENT"
"912366","DMA","WELLS FARGO ADVISORS"
"912366","NETWORK","WELLS FARGO ADVISORS"
"912366","ICS","WOOD GUNDY"
"912366","ASSET MANAGEMENT PROGRAM (UMA)","1ST GLOBAL ADVISOR"
"912366","NON-DISCRETIONARY TRADE","GOLDMAN SACHS"
"912366","MASTERS - TRUST","WELLS FARGO ADVISORS - WACHOVIA SECURITIES"
"912366","PRUDENTIAL DYNASTY","LINCOLN FINANCIAL ADVISORS"
"912366","AMES DIRECT","DEUTSCHE BANK ALEX BROWN"
"912366","SWB ACCESS","CHARLES SCHWAB"
"912366","MANAGED ACCOUNT COMMAND - UTILITY","LOCKWOOD FINANCIAL SERVICES"
"912366","LINC SOLUTIONS","LINCOLN FINANCIAL ADVISORS"
"912366","MANAGER SELECT","LINSCO PRIVATE LEDGER"
"912366","FT - PRIVATE BANK","JP MORGAN CHASE"
"912366","SPA","MERRILL LYNCH"
"912366","IAS","OPPENHEIMER"
"912366","STAR","OPPENHEIMER"
"912366","CES/IMS","MORGAN STANLEY SMITH BARNEY"
"912366","ACCESS/DRS","UBS FINANCIAL"
"912366","MAC","UBS FINANCIAL"
"912366","MASTERS","WELLS FARGO ADVISORS"
"912366","NETWORK","PRUDENTIAL"
"912366","STRATEGIC PORTFOLIOS","WELLS FARGO BANK"
"912366","BAIRD PREFERRED MANAGER (BPM)","ROBERT W. BAIRD"
"912366","MANAGER OF MANAGERS","BRINKER CAPITAL MANAGEMENT"
"912366","MANAGED ACCOUNT LINK","LOCKWOOD FINANCIAL SERVICES"
"912366","ADVISORPORT","PFPC"
"912366","SELECT SEPARATE ACCOUNTS PROGRAM","AMERIPRISE"
"912366","CALLAN UMA","CALLAN-NATIXIS"
"912366","PNC ADVISORS","PNC ADVISORS"
"912366","WEALTH MANAGEMENT SOLUTIONS","PRUDENTIAL"
"912366","FREE TRADING","FREE TRADING"
"912366","HNW OMNIBUS","DCM HIGH NET WORTH"
"928169","DB DYNAMIC ETF PORTFOLIOS","DEUTSCHE BANK SECURITIES INC."
"928169","NDA SELECT","DEUTSCHE BANK SECURITIES INC."
"928169","FUND SELECT","DEUTSCHE BANK SECURITIES INC."
"928169","CORPORATE CASH MANAGEMENT","DEUTSCHE BANK SECURITIES INC."
"928169","MANAGED SELECT","DEUTSCHE BANK SECURITIES INC."
"928169","DB CIO SELECT FUNDS","DEUTSCHE BANK SECURITIES INC."
"928169","DB CIO SELECT","DEUTSCHE BANK SECURITIES INC."
"928168","MANAGER SELECT","LPL FINANCIAL, LLC"
"928168","INDEPENDENT PORTFOLIO CONSULTANTS, INC. MANAGED ASSETS PROGRAM","INDEPENDENT PORTFOLIO CONSULTANTS, INC."
"928168","MANAGER ASSET SELECT","LPL FINANCIAL, LLC"
"928168","STIFEL HORIZON PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED"
"928168","STIFEL OPPORTUNITY PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED"
"916325","ASSET CONSULTING SERVICES","FDX ADVISORS, INC."
"916325","CAAMS SELECT MANAGERS","CAPITAL ANALYSTS, INC."
"916325","CLERMONT WEALTH STRATEGIES","FULTON FINANCIAL ADVISORS"
"916325","CONCORD MANAGER","CONCORD EQUITY GROUP"
"916325","CONSULTING SOLUTIONS","RBC WEALTH MANAGEMENT"
"916325","LTAM INVESTMENT CONSULTING SERVICES","LADENBURG THALMAN"
"916325","MANAGED ACCOUNT MARKETPLACE","SCHWAB"
"916325","MANAGED ACCOUNT SERVICES","ENVESTNET ASSET MANAGEMENT"
"916325","MANAGED ASSETS PROGRAM- SEPARATE ACCOUNT MANAGEMENT","D.A. DAVIDSON & CO."
"916325","MANAGER SELECT","LPL FINANCIAL SERVICES"
"916325","PRIVATE LABEL MANAGED ACCOUNT PROGRAM","PERSHING"
"916325","SEPARATE ACCOUNT MANAGEMENT","FINANCIAL SERVICES CORPORATION"
"916325","SEPERATE ACCOUNT MANAGEMENT","FIDELITY"
"916325","STIFEL MANAGED ASSETS PROGRAM","STIFEL NICOLAUS"
"916325","THE MASTERS","WELLS FARGO"
"927447","MANAGER ACCESS PROGRAM","BARCLAY'S CAPITAL, INC."
"927447","MANAGED ACCOUNT CONNECTION/MARKETPLACE","CHARLES SCHWAB"
"927447","OUTSIDE MANAGER PROGRAM","RAYMOND JAMES & ASSOCIATES, INC."
"927447","ADVISER SELECT/ADVISORY TRUST SERVICES PROGRAM","DEUTSCHE BANC ALEX BROWN"
"927447","PREMIER ASSET MANAGER PROGRAM","ENVESTNET PMC, INC."
"927447","MANAGED ACCOUNT CONSULTING","UBS PAINEWEBBER"
"927447","MORGAN STANLEY VISION PROGRAM","MORGAN STANLEY"
"927447","GV CAPITAL MANAGEMENT INC.","GV CAPITAL MANAGEMENT INC."
"927447","PREFERRED ADVISORY PROGRAM","CREDIT SUISSE"
"927447","OUTSIDE MANAGER PROGRAM","RBC DAIN RAUSCHER"
"927447","MV CAPITAL MANAGEMENT INC.","MV CAPITAL MANAGEMENT INC."
"927447","RECOMMENDED MANAGERS PROGRAM","R.W. BAIRD"
"927447","STRATEGIC PORTFOLIO - WELLSELECT","WELLS FARGO"
"927447","OUTSIDE MANAGER PROGRAM","JANNEY MONTGOMERY SCOTT LLC"
"927447","OUTSIDE MANAGER PROGRAM","STIFEL NICOLAS & CO., INC."
"927447","PRAIRIE CAPITAL MANAGEMENT","PRAIRIE CAPITAL MANAGEMENT"
"928096","ENVESTNET PREMIER ASSET MANAGEMENT PROGRAM","ENVESTNET ASSET MANAGEMENT (AFFILIATE OF PACIFIC WEST FINANCIAL SERVICES)"
"928096","WELLS FARGO N.A. INVESTMENT MANAGEMENT","WELLS FARGO N.A."
"928096","MASTERS","WELLS FARGO ADVISORS"
"928234","SMALL CAP STRATEGY","FIDELITY, CHARLES SCHWAB, WELLS FARGO ADVISORS"
"928234","FOCUSED SMALL CAP STRATEGY","NBC SECURITIES"
"928234","BEST IDEAS STRATEGY","FIDELITY"
"928234","PRO-AM FREESTYLE","NBC SECURITIES"
"928343","WINDSOR CAPITAL MANAGEMENT, LLC WRAP FEE PROGRAM","WINDSOR CAPITAL MANAGEMENT, LLC"
"928353","MERRILL LYNCH PERSONAL INVESTMENT ADVISORY(R)","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED"
"928353","MERRILL LYNCH INVESTMENT ADVISORY PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED AND MANAGED ACCOUNT ADVISORS LLC"
"928353","MERRILL LYNCH UNIFIED MANAGED ACCOUNT","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED AND MANAGED ACCOUNT ADVISORS LLC"
"928353","MERRILL EDGE ADVISORY ACCOUNT","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED AND MANAGED ACCOUNT ADVISORS LLC"
"928355","WEALTHSOURCE I","ONEIDA WEALTH MANAGEMENT INC."
"928355","WEALTHSOURCE II","ONEIDA WEALTH MANAGEMENT INC."
"928355","PILOT PROGRAM","ONEIDA WEALTH MANAGEMENT, INC."
"909518","A-MAP ADVISORY WRAP PROGRAM","INVESTORS CAPITAL ADVISORY"
"909518","TSIM ADVISORY WRAP PROGRAM","INVESTORS CAPITAL ADVISORY"
"909518","FUND SELECT WRAP PROGRAM","INVESTORS CAPITAL ADVISORY"
"909518","S-MAP ADVISORY PROGRAM","INVESTORS CAPITAL ADVISORY"
"928373","HOLISTIC FINANCIAL PARTNERS PROGRAM","HOLISTIC FINANCIAL PARTNERS, LLC"
"928135","TUVE INVESTMENTS WRAP FEE PROGRAM","TUVE INVESTMENTS, INC."
"928326","MF/ETF ADVISORY PROGRAM","CETERA ADVISOR NETWORKS LLC, CETERA ADVISORS LLC, CETERA INVESTMENT ADVISERS LLC"
"928391","MANAGER ACCESS PROGRAM","BARCLAY'S CAPITAL, INC."
"928391","MANAGED ACCOUNT CONNECTION/MARKETPLACE","CHARLES SCHWAB"
"928391","OUTSIDE MANAGER PROGRAM","RAYMOND JAMES & ASSOCIATES, INC."
"928391","ADVISER SELECT/ADVISORY TRUST SERVICES PROGRAM","DEUTSCHE BANC ALEX BROWN"
"928391","PREMIER ASSET MANAGER PROGRAM","ENVESTNET PMC, INC."
"928391","MANAGED ACCOUNT CONSULTING","UBS PAINEWEBBER"
"928391","MORGAN STANLEY VISION PROGRAM","MORGAN STANLEY"
"928391","GV CAPITAL MANAGEMENT INC.","GV CAPITAL MANAGEMENT INC."
"928391","PREFERRED ADVISORY PROGRAM","CREDIT SUISSE"
"928391","OUTSIDE MANAGER PROGRAM","RBC DAIN RAUSCHER"
"928391","MV CAPITAL MANAGEMENT INC.","MV CAPITAL MANAGEMENT INC."
"928391","RECOMMENDED MANAGERS PROGRAM","R.W. BAIRD"
"928391","STRATEGIC PORTFOLIO - WELLSELECT","WELLS FARGO"
"928391","OUTSIDE MANAGER PROGRAM","JANNEY MONTGOMERY SCOTT LLC"
"928391","OUTSIDE MANAGER PROGRAM","STIFEL NICOLAS & CO., INC."
"928391","PRAIRIE CAPITAL MANAGEMENT","PRAIRIE CAPITAL MANAGEMENT"
"928397","SWM WRAP FEE PROGRAM","SEACREST WEALTH MANAGEMENT, LLC"
"928396","FUND SELECT PREMIER","CETERA ADVISOR NETWORKS AND LOCKWOOD ADVISORS, INC."
"928396","ADVISOR SELECT ADVISORYONE","CETERA ADVISOR NETWORKS LLC"
"928396","PRIME PORTFOLIO SERVICES","CETERA ADVISOR NETWORKS LLC"
"928396","MUTUAL FUND/ EXCHANGE TRADED FUNDS ADVISORY PROGRAM","CETERA ADVISOR NETWORKS LLC"
"928396","NEXT GENERATION ADVISORY (XMA) PROGRAM","CETERA ADVISOR NETWORKS LLC"
"928396","PREMIER PORTFOLIO MANAGEMENT","CETERA ADVISOR NETWORKS LLC"
"928396","MANAGED WEALTH ADVANTAGE","CETERA ADVISOR NETWORKS LLC"
"928401","MERRILL LYNCH CONSULTS(R)","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED & MANAGED ACCOUNT ADVISORS LLC"
"928401","MERRILL LYNCH UNIFIED MANAGED ACCOUNT","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED & MANAGED ACCOUNT ADVISORS LLC"
"928401","MERRILL LYNCH INVESTMENT ADVISORY PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED & MANAGED ACCOUNT ADVISORS LLC"
"928401","MERRILL EDGE ADVISORY ACCOUNT","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED & MANAGED ACCOUNT ADVISORS LLC"
"928403","ADVISOR SELECT ADVISORYONE","CETERA ADVISOR NETWORKS LLC"
"928403","PRIME PORTFOLIO SERVICES","CETERA ADVISOR NETWORKS LLC"
"928403","MUTUAL FUND/ EXCHANGE TRADED FUNDS ADVISORY PROGRAM","CETERA ADVISOR NETWORKS LLC"
"928403","NEXT GENERATION ADVISORY (XMA) PROGRAM","CETERA ADVISOR NETWORKS LLC"
"928403","PREMIER PORTFOLIO MANAGEMENT","CETERA ADVISOR NETWORKS LLC"
"928403","MANAGED WEALTH ADVANTAGE","CETERA ADVISOR NETWORKS LLC"
"928403","FUND SELECT PREMIER","CETERA ADVISOR NETWORKS AND LOCKWOOD ADVISORS, INC."
"928411","FIDUCIARY ASSET MANAGEMENT PROGRAM","CITIGROUP GLOBAL MARKETS INC."
"928411","CITI ETF PROGRAM","CITIGROUP GLOBAL MARKETS INC."
"928411","PORTFOLIO MANAGER PROGRAM AND PORTFOLIO MANAGER - EXCHANGE TRADED FUNDS PROGRAM","CITIGROUP GLOBAL MARKETS INC."
"928411","CITI DYNAMIC PORTFOLIOS FOR INTERNATIONAL INVESTORS PROGRAM","CITIGROUP GLOBAL MARKETS INC."
"928411","UMBRELLA PORTFOLIOS PROGRAM","CITIGROUP GLOBAL MARKETS INC."
"928411","FIDUCIARY SERVICES PROGRAM","CITIGROUP GLOBAL MARKETS INC."
"928411","DYNAMIC ALLOCATION PORTFOLIOS - UMA PROGRAM","CITIGROUP GLOBAL MARKETS INC."
"928411","MANAGER SELECTION PROGRAM","CITIGROUP GLOBAL MARKETS INC."
"928411","CITI MANAGED MUTUAL FUND PROGRAM","CITIGROUP GLOBAL MARKETS INC."
"928411","CITI PORTFOLIO MANAGER PROGRAM AND PORTFOLIO MANAGER - EXCHANGE TRADED FUNDS PROGRAM","CITIGROUP GLOBAL MARKETS INC."
"928411","MULTI-ASSET CLASS SOLUTIONS UMBRELLA PORTFOLIOS PROGRAM","CITIGROUP GLOBAL MARKETS INC."
"928411","MULTI-ASSET CLASS SOLUTIONS DISCRETIONARY INVESTMENT ADVISORY SERVICES PROGRAM","CITIGROUP GLOBAL MARKETS INC."
"928409","PRIME PORTFOLIO SERVICES","CETERA ADVISORS LLC"
"928409","NEXT GENERATION ADVISORY (XMA) PROGRAM","CETERA ADVISORS LLC"
"928409","PREMIER PORTFOLIO MANAGEMENT","CETERA ADVISORS LLC"
"928409","ADVISOR SELECT","CETERA ADVISORS LLC"
"928409","MUTUAL FUND/EXCHANGE TRADED FUNDS ADVISORY PROGRAM","CETERA ADVISORS LLC"
"928409","MANAGED WEALTH ADVANTAGE","CETERA ADVISORS"
"928416","ASSET ADVISOR","FIRST CLEARING LLC"
"928416","COMPASS ADVISORY PROGRAM","FIRST CLEARING LLC"
"928416","CUSTOM CHOICE","FIRST CLEARING LLC"
"928416","FUNDSOURCE","FIRST CLEARING LLC"
"928416","MASTERS PROGRAM","FIRST CLEARING LLC"
"928416","PRIVATE ADVISOR NETWORK","FIRST CLEARING LLC"
"928416","PRIVATE INVESTMENT MANAGEMENT","FIRST CLEARING LLC"
"928417","PLATINUM SOLUTIONS STRATEGIC INDEX PORTFOLIOS","LINCOLN INVESTMENT PLANNING, INC."
"928417","PLATINUM SOLUTIONS CLIENT CUSTOM PORTFOLIO","LINCOLN INVESTMENT PLANNING, INC."
